,permit_number,business_name,issued_date,expiration_date,address,latitude,longitude
876,1145874,GOLD STAR BAR,08/06/2020,05/31/2021,1755 W DIVISION ST,41.903162479,-87.672065045
877,1145877,SUKHADIA SWEETS & SNACKS,06/30/2020,05/31/2021,2557-2559 W DEVON AVE,41.997539508,-87.69461506200001
878,1145882,GRIDDLE 24,07/02/2020,05/31/2021,334 W CHICAGO AVE,41.896662415,-87.63710138
879,1145888,THE WELCOME BACK LOUNGE,07/02/2020,05/31/2021,2423 N MILWAUKEE AVE,41.925312568,-87.701046354
880,1145889,ACADIA RESTAURANT,07/09/2020,05/31/2021,1639 S WABASH AVE,41.859125837,-87.625493351
881,1145890,UNCOOKED LLC,07/02/2020,05/31/2021,210 N CARPENTER ST,41.885944958,-87.653461783
882,1145908,CURRAMBA COLOMBIAN FOOD,09/24/2020,05/31/2021,2701 W DIVISION ST,41.902836771,-87.694537544
883,1145909,TRUENORTH,07/02/2020,05/31/2021,5507 N CLARK ST,41.981910362,-87.66831166700001
884,1145910,LAGO BANQUETS,07/09/2020,05/31/2021,6121 W DIVERSEY AVE,41.93098196,-87.779234714
885,1145917,FARM BAR EDGEWATER,07/09/2020,05/31/2021,1133 W GRANVILLE AVE,41.994450031999996,-87.65969379299999
886,1145918,TIME OUT MARKET,07/07/2020,05/31/2021,916-926 W FULTON MARKET,41.886870839000004,-87.650501194
887,1145926,STRAY HEN CAFE OF CHICAGO,07/02/2020,05/31/2021,2423 N CLARK ST,41.926266179,-87.640737713
888,1145928,HASHI - CHOPSTICK'S,09/03/2020,05/31/2021,2835 N BROADWAY,41.93373294,-87.64442476200001
889,1145941,TAQUERIA MORAN,07/06/2020,05/31/2021,2226 N CALIFORNIA AVE,41.922504258000004,-87.697495961
890,1145948,MED KITCHEN,07/07/2020,05/31/2021,219 W WASHINGTON ST,41.88309983,-87.634433841
891,1145950,PICK ME UP CAFE,07/07/2020,05/31/2021,4882 N CLARK ST,41.971279886,-87.66791542799999
892,1145951,"PASTES Y EMPANADAS GOLDEN TUZO, CORP.",07/08/2020,05/31/2021,5648 W DIVERSEY AVE,41.931360923,-87.76822806
893,1145952,THE DEARBORN,07/07/2020,05/31/2021,145 N DEARBORN ST,41.884339671,-87.629302474
894,1145956,DYLAN'S TAVERN & GRILL,07/28/2020,05/31/2021,118 S CLINTON ST,41.879957071,-87.641280004
895,1145970,PIZZA-METRO,07/09/2020,05/31/2021,1707 W DIVISION ST,41.903190531,-87.67029008700001
896,1145972,Coffee Lab & Roasters,07/07/2020,05/31/2021,2823 N LINCOLN AVE,41.933177208000004,-87.659363574
897,1145982,TACO BELL CANTINA,09/29/2020,05/31/2021,407 S DEARBORN ST,41.876699511999995,-87.629110665
898,1145983,"Ella's BBQ, INC.",07/10/2020,05/31/2021,723 W ARMITAGE AVE,41.918088624,-87.647083148
899,1145984,Dollop Coffee and Tea,07/10/2020,05/31/2021,4181 N CLARENDON AVE,41.957940146999995,-87.64965206
900,1145985,THE SLIDE RIDE,08/26/2020,05/31/2021,2348 W TAYLOR ST,41.869091815,-87.685619116
901,1145986,STEINGOLD'S OF CHICAGO,07/13/2020,05/31/2021,1840 W IRVING PARK RD,41.954304982,-87.67578578
902,1145987,"HOMETEAM PIZZA, INC.",07/23/2020,05/31/2021,1363 W OHIO ST,41.892382071,-87.661976421
903,1145988,LURE FISHBAR CHICAGO,07/08/2020,05/31/2021,616 N RUSH ST,41.893130811,-87.625559064
904,1145989,Baci Amore,07/10/2020,05/31/2021,321 S JEFFERSON ST,41.877339579,-87.64236889799999
905,1145995,CAFE MARBELLA,07/13/2020,05/31/2021,5527-5531 N MILWAUKEE AVE,41.982350141,-87.773659845
906,1146003,GALLUCCI PIZZERIA NAPOLETANA,07/14/2020,05/31/2021,1551 N WELLS ST,41.910626751,-87.63454715799999
907,1146005,SOIREE BISTRO,07/31/2020,05/31/2021,2036 W DIVISION ST,41.903273561999995,-87.67874776299999
908,1146008,PokiologyRoscoe,08/03/2020,05/31/2021,2111 W ROSCOE ST,41.94307105,-87.681355224
909,1146011,MERCHANT,07/24/2020,05/31/2021,3137-3139 W LOGAN BLVD,41.92786354,-87.706415101
910,1146015,THE BAGEL INC,07/13/2020,05/31/2021,3107 N BROADWAY,41.937999793,-87.64418473200001
911,1146016,TRADER TODD'S RESTAURANT & BAR,07/23/2020,05/31/2021,3216 N SHEFFIELD AVE,41.940455448,-87.65427085299999
912,1146025,COCO PAZZO,07/15/2020,05/31/2021,300 W HUBBARD ST,41.890072617,-87.635597856
913,1146028,FIRST DRAFT,08/26/2020,05/31/2021,649 S CLARK ST,41.873608285,-87.630500286
914,1146029,SIP OF HOPE,07/15/2020,05/31/2021,3039 W FULLERTON AVE,41.924637844,-87.703803603
915,1146033,STEAK 48,07/22/2020,05/31/2021,615 N WABASH AVE,41.893041529,-87.626604165
916,1146034,MOJO 33 NORTH LASALLE LLC,07/13/2020,05/31/2021,33 N LA SALLE ST,41.882797706999995,-87.632242081
917,1146035,Sweetgreen,07/13/2020,05/31/2021,1471 N MILWAUKEE AVE,41.908726094,-87.674660839
918,1146036,TSAOCAA TEA,07/13/2020,05/31/2021,2026 S CLARK ST,41.854550801,-87.63028971600001
919,1146040,EVERGREEN RESTAURANT,07/15/2020,05/31/2021,2411 S WENTWORTH AVE,41.848804836,-87.631777735
920,1146042,HURRICANE COFFEE COMPANY,07/13/2020,05/31/2021,4054 N WESTERN AVE,41.955681825,-87.688662954
921,1146045,WAFFLES,07/15/2020,05/31/2021,1104 W MADISON ST,41.881773225,-87.654689084
922,1146048,AMARIT RESTAURANT,07/16/2020,05/31/2021,600 S DEARBORN ST,41.874481166,-87.62935654
923,1146049,MIKI'S PARK,07/14/2020,05/31/2021,109 W HUBBARD ST,41.889905477,-87.63150401700001
924,1146058,THE VIOLET HOUR,07/16/2020,05/31/2021,1520 N DAMEN AVE,41.9089214,-87.677567796
925,1146059,CHICAGO WAFFLES,07/15/2020,05/31/2021,1400 S MICHIGAN AVE,41.864001544000004,-87.624225729
926,1146060,MARCELA'S CAFE,07/17/2020,05/31/2021,3503 W FULLERTON AVE,41.924533248,-87.713868445
927,1146063,Pisco Peruvian Restaurant & Bar,07/16/2020,05/31/2021,3220-3224 W LAWRENCE AVE,41.968552615,-87.709381075
928,1146065,14 PARISH,07/24/2020,05/31/2021,1644 E 53RD ST,41.799704657,-87.585029609
929,1146074,Ukai restaurant,07/16/2020,05/31/2021,1059 W BELMONT AVE,41.939764684000004,-87.65647301
930,1146075,SAZON CUBANO INC,07/24/2020,05/31/2021,5422 W FULLERTON AVE,41.924140296,-87.762000343
931,1146076,HOTEL JULIAN,07/17/2020,05/31/2021,168 N MICHIGAN AVE,41.884965221,-87.624624199
932,1146081,SMOKE DADDY,07/17/2020,05/31/2021,3636 N CLARK ST,41.948117851999996,-87.65742192
933,1146086,FIVE GUYS BURGERS & FRIES,07/23/2020,05/31/2021,22 S CLINTON ST,41.881163,-87.641317254
934,1146098,DOLLOP COFFEE CO,07/20/2020,05/31/2021,1636 W MONTROSE AVE,41.961680924,-87.670761627
935,1146100,KAATHIS,07/28/2020,05/31/2021,2273 N LINCOLN AVE,41.923573999,-87.645932227
936,1146103,SWIFT AND SON'S TAVERN,07/17/2020,05/31/2021,3600-3602 N CLARK ST,41.947202225,-87.65668775600001
937,1146104,A BEAUTIFUL RIND,07/17/2020,05/31/2021,2211 N MILWAUKEE AVE,41.921076158000005,-87.694137859
938,1146114,SUSHI TAKU,08/27/2020,05/31/2021,1904-06 W DIVISION ST,41.903337243,-87.67504189600001
939,1146118,KIE-GOL-LANEE COMIDA TRADICIONAL OAXAQUENA,07/20/2020,05/31/2021,5004 N SHERIDAN RD,41.97347815,-87.655079589
940,1146120,AREPA GEORGE,07/20/2020,05/31/2021,1552 N KEDZIE AVE,41.909897849000004,-87.707145153
941,1146122,"THE HOXTON, CHICAGO",07/20/2020,05/31/2021,200 N GREEN ST,41.885699197,-87.64878908899999
942,1146126,THE GODDESS RIVER NORTH,07/22/2020,05/31/2021,901 N LARRABEE ST,41.898756686,-87.642878868
943,1146130,"ITALIAN VILLAGE RESTAURANT, INC.",07/22/2020,05/31/2021,71 W MONROE ST,41.880591895,-87.63044232700001
944,1146135,NATIVE FOODS CAFE,07/23/2020,05/31/2021,1484 N MILWAUKEE AVE,41.908871127,-87.675337425
945,1146143,OMNI CHICAGO HOTEL,07/30/2020,05/31/2021,674-678 N MICHIGAN AVE,41.894754369,-87.624394347
946,1146145,BARBA YIANNI TAVERNA INC.,07/24/2020,05/31/2021,4761 N LINCOLN AVE,41.968253933,-87.688172469
947,1146148,MIRAI SUSHI,07/30/2020,05/31/2021,2020 W DIVISION ST,41.903284899,-87.678141456
948,1146152,CHICKEN WORKS AND SALAD CO.,07/24/2020,05/31/2021,3658 W IRVING PARK RD,41.953858137,-87.71999798700001
949,1146153,DAISIES,07/28/2020,05/31/2021,2523 N MILWAUKEE AVE,41.927285463000004,-87.704259563
950,1146154,SHAW'S CRAB HOUSE,07/23/2020,05/31/2021,21 E HUBBARD ST,41.889971085,-87.627074774
951,1146160,BIG STAR II,07/24/2020,05/31/2021,3638-3640 N CLARK ST,41.948168634,-87.65746305200001
952,1146162,BRETT'S KITCHEN,07/24/2020,05/31/2021,233 W SUPERIOR ST,41.895463439000004,-87.63559949299999
953,1146163,BLIND BARBER,07/24/2020,05/31/2021,948 W FULTON MARKET,41.886854792,-87.65176775
954,1146164,POCHOS,07/27/2020,05/31/2021,2025 W 35TH ST,41.830268564,-87.67635306700001
955,1146167,SUNDA,07/24/2020,05/31/2021,110 W ILLINOIS ST,41.890924221,-87.63161779
956,1146168,don pedro mexican restaurant,08/14/2020,05/31/2021,4064 N LINCOLN AVE,41.95586808,-87.68012286700001
957,1146169,MARTIN'S CORNER,07/27/2020,05/31/2021,2058 W 22ND PL,41.851341213000005,-87.67814936299999
958,1146170,SEOUL TACO,07/28/2020,05/31/2021,738 N CLARK ST,41.896004747,-87.63138051700001
959,1146176,MOMOTARO,07/27/2020,05/31/2021,820 W LAKE ST,41.885758369,-87.648410589
960,1146177,Devil Dawgs,07/31/2020,05/31/2021,2147 N SHEFFIELD AVE,41.921311835,-87.653328593
961,1146178,ROOTS HANDMADE PIZZA,07/28/2020,05/31/2021,1922-24 W CHICAGO AVE,41.89604491,-87.675604846
962,1146191,ROOTS HANDMADE PIZZA - SECOND CITY / UTOPIAN TAILGATE,07/28/2020,05/31/2021,1610 N WELLS ST,41.911494368,-87.634868095
963,1146206,AZUL 18TH RESTAURANT,08/06/2020,05/31/2021,1236 W 18TH ST,41.858039084,-87.65788508
964,1146215,Tropical Smoothie Cafe,08/14/2020,05/31/2021,4874 N LINCOLN AVE,41.970550218,-87.68993650799999
965,1146218,AVEC II,07/30/2020,05/31/2021,141 W ERIE ST,41.893900256,-87.632731687
966,1146221,TIMOTHY O'TOOLE'S,07/29/2020,05/31/2021,622 N FAIRBANKS,41.893365397,-87.62042205700001
967,1146227,CHURRO FACTORY INC,08/12/2020,05/31/2021,2214 S WOLCOTT AVE,41.851726995,-87.67352526799999
968,1146232,SABOR A CAFE RESTAURANT,08/04/2020,05/31/2021,2435 W PETERSON AVE,41.990381096,-87.691099599
969,1146243,BUNDOO KHAN,08/04/2020,05/31/2021,2537-2539 W DEVON AVE,41.997554173000005,-87.693770179
970,1146282,LA CASA DE SAMUEL REST.,09/08/2020,05/31/2021,2834 W CERMAK RD,41.851996512,-87.69699989600001
971,1146284,PRINTERS ROW WINE SHOP,07/31/2020,05/31/2021,719 S DEARBORN ST,41.872969717,-87.629007546
972,1146285,CHURRO FACTORY,08/12/2020,05/31/2021,3755 W ARMITAGE AVE,41.917117394,-87.721445018
973,1146287,TACOTLAN,09/23/2020,05/31/2021,4312 W FULLERTON AVE,41.924499561,-87.73465292899999
974,1146294,EATALY,07/31/2020,05/31/2021,43 E OHIO ST,41.892394751,-87.626415335
975,1146295,IGNOTZ ONE DOOR SOUTH,08/03/2020,05/31/2021,2423 S OAKLEY AVE,41.847753396,-87.682927796
976,1146296,IGNOTZ' RISTORANTE,08/03/2020,05/31/2021,2421 S OAKLEY AVE,41.847811521,-87.68292967299999
977,1146297,TESTACCIO,07/31/2020,05/31/2021,2456 N CALIFORNIA AVE,41.926480288,-87.697607928
978,1146301,LA VILLITA MICHOACANA,08/05/2020,05/31/2021,2835 N CENTRAL AVE,41.932333074,-87.766136532
979,1146304,BRUNA'S CAFE,08/04/2020,05/31/2021,2424 S OAKLEY AVE,41.847573841,-87.683215839
980,1146307,DEVIL DAWGS,08/05/2020,05/31/2021,1431 N MILWAUKEE AVE,41.907970608,-87.673476395
981,1146308,STK CHICAGO,08/05/2020,05/31/2021,9 W KINZIE ST,41.889137270999996,-87.62843006
982,1146310,"THE STAR OF SIAM, INC.",08/12/2020,05/31/2021,1 E ILLINOIS ST,41.890757351,-87.627969062
983,1146333,JUICERX,08/05/2020,05/31/2021,1880 N DAMEN AVE,41.916132612,-87.67773171799999
984,1146336,TAZA MEDITERRANEAN CUISINE,08/18/2020,05/31/2021,176 N FRANKLIN ST,41.885248026999996,-87.635545917
985,1146340,MOD PIZZA,08/05/2020,05/31/2021,3643 N WESTERN AVE,41.948007663,-87.688147771
986,1146345,ETTA,08/07/2020,05/31/2021,700 N CLARK ST,41.89487136,-87.631350627
987,1146346,BUREAU BAR AND RESTAURANT,08/06/2020,05/31/2021,2115 S STATE ST,41.853768095999996,-87.62695736
988,1146353,NONNINA,08/13/2020,05/31/2021,340 N CLARK ST,41.888526714,-87.631191374
989,1146354,ESMERALDA'S,09/04/2020,05/31/2021,2539 W DIVISION ST,41.902867715,-87.69109787200001
990,1146357,UMAMI BURGER,08/26/2020,05/31/2021,945 W RANDOLPH ST,41.884227079,-87.65151813799999
991,1146358,THE GARAGE BAR & SANDWICHES,08/07/2020,05/31/2021,6154 N MILWAUKEE AVE,41.993543216999996,-87.784434742
992,1146359,JOIE DE VINE,08/17/2020,05/31/2021,1744 W BALMORAL AVE,41.979865941999996,-87.673909329
993,1146361,JAIPUR,08/11/2020,05/31/2021,738 W RANDOLPH ST,41.884517996,-87.647303831
994,1146379,BILLY GOAT TAVERN & GRILL,10/23/2020,05/31/2021,430 N MICHIGAN AVE,41.890299648,-87.62425466399999
995,1146381,BAVETTE'S,09/08/2020,05/31/2021,218 W KINZIE ST,41.889266021,-87.63484424299999
996,1146389,R J GRUNTS,08/13/2020,05/31/2021,2054-56 N LINCOLN AVE,41.919476674,-87.64063159
997,1146390,RPM ITALIAN,08/13/2020,05/31/2021,52 W ILLINOIS ST,41.89093553,-87.629971089
998,1146394,RPM STEAK,08/13/2020,05/31/2021,66 W KINZIE ST,41.889328594,-87.630547851
999,1146396,THE HAMPTON SOCIAL,08/14/2020,05/31/2021,164 E GRAND AVE,41.89186947,-87.62274858399999
1000,1146397,SNICKER'S BAR & GRILL,08/19/2020,05/31/2021,446-448 N STATE ST,41.890678899,-87.628178699
1001,1146400,SUSHIMURA JAPANESE RESTAURANT,08/13/2020,05/31/2021,3647 N SOUTHPORT AVE,41.948461193,-87.663904621
1002,1146401,THE POLO INN BRIDGEPORT USA,08/14/2020,05/31/2021,3322 S MORGAN ST,41.833618869,-87.65118268799999
1003,1146410,FOGO DE CHAO CHURRASCARIA (CHICAGO) LLC,08/18/2020,05/31/2021,661 N LA SALLE DR,41.894124704,-87.63251632
1004,1146411,ALL STAR SEAFOOD & SPORTS,08/17/2020,05/31/2021,730 S CLARK ST,41.872780614,-87.63077151200001
1005,1146412,TSUKIJI FISH MARKET,08/18/2020,05/31/2021,1156 W GRAND AVE,41.891195271,-87.65688615799999
1006,1146414,PERSONA,08/20/2020,05/31/2021,408-412 S WELLS ST,41.876603277,-87.63383461299999
1007,1146420,"THE STOCKYARD COFFEEHOUSE, LLC",12/02/2020,05/31/2021,558 W 37TH ST,41.827276675,-87.641083419
1008,1146422,PHO 888,09/11/2020,05/31/2021,1137 W ARGYLE ST,41.973142759,-87.65927711399999
1009,1146423,GYU-KAKU RESTAURANT,10/05/2020,05/31/2021,2813 N BROADWAY,41.933180957,-87.644649415
1010,1146425,"Western Tap, Inc. dba O's Tap, Inc.",08/19/2020,05/31/2021,2044 N WESTERN AVE,41.918865899000004,-87.68759867799999
1011,1146443,Mis Moles Restaurante,08/20/2020,05/31/2021,3661-3665 N ELSTON AVE,41.947927049,-87.71052890000001
1012,1146446,FAT CAT,08/21/2020,05/31/2021,4840 N BROADWAY,41.970177997,-87.659849007
1013,1146448,LAS FUENTES,08/20/2020,05/31/2021,2558 N HALSTED ST,41.92903541,-87.649033928
1014,1146451,CHEBA HUT,10/07/2020,05/31/2021,1948 W DIVISION ST,41.903308298,-87.676808349
1015,1146452,SUSHI PINK,09/23/2020,05/31/2021,909 W WASHINGTON BLVD,41.882987318000005,-87.650140229
1016,1146453,LA PENA RESTAURANTE,08/20/2020,05/31/2021,4212-4214 N MILWAUKEE AVE,41.957332197,-87.751797419
1017,1146462,Pressure Billiards,08/21/2020,05/31/2021,6318-6320 N CLARK ST,41.996873036,-87.67043243200001
1018,1146464,GALIT RESTAURANT,08/21/2020,05/31/2021,2427-2429 N LINCOLN AVE,41.926118876,-87.649492508
1019,1146465,LOWCOUNTRY 2,08/28/2020,05/31/2021,1132 S WABASH AVE,41.868262621,-87.62598812
1020,1146466,SHARKS FISH & CHICKEN,08/21/2020,05/31/2021,2137 S STATE ST,41.853118871,-87.62694504299999
1021,1146506,McDONALD'S #38631,08/26/2020,05/31/2021,3610 N CLARK ST,41.947457574,-87.656891361
1022,1146508,Campus Center Cafe,08/27/2020,05/31/2021,37 - 39 S WABASH AVE,41.881147216,-87.626034735
1023,1146514,BALLAST POINT BREWING COMPANY,08/26/2020,05/31/2021,212 N GREEN ST,41.886083492,-87.64880123399999
1024,1146517,MAD,10/21/2020,05/31/2021,1140 W MADISON ST,41.881748486,-87.655936775
1025,1146521,MARISCOS LA PLAYA INC,10/08/2020,05/31/2021,2880 W CERMAK RD,41.851964029,-87.698829664
1026,1146522,L' PATRON,08/27/2020,05/31/2021,3749 W FULLERTON AVE,41.924438535,-87.721425904
1027,1146536,MARTINI CLUB AT MANOR BOWLING AND BILLIARD,08/27/2020,05/31/2021,3124 N CENTRAL AVE,41.937519559,-87.76660696100001
1028,1146537,FAIRGROUNDS,08/28/2020,05/31/2021,1620-1622 N MILWAUKEE AVE,41.910792663,-87.678330608
1029,1146549,FLAT TOP GRILL,09/03/2020,05/31/2021,30 S WABASH AVE,41.881334806,-87.626335466
1030,1146551,KUMIKO,09/04/2020,05/31/2021,630 W LAKE ST,41.88580702,-87.644171895
1031,1146555,MINI MOTT,09/02/2020,05/31/2021,3057 W LOGAN BLVD,41.928293921,-87.704734497
1032,1146556,THE PURPLE PIG,09/11/2020,05/31/2021,444 N MICHIGAN AVE,41.89071448,-87.62426987399999
1033,1146558,HELLO JASMINE,09/02/2020,05/31/2021,2026 S CLARK ST,41.854550801,-87.63028971600001
1034,1146596,GRACIE O'MALLEY'S,09/22/2020,05/31/2021,1635 N MILWAUKEE AVE,41.911188187,-87.678493295
1035,1146614,MCGEE'S TAVERN & GRILLE,09/11/2020,05/31/2021,950 W WEBSTER AVE,41.921854626,-87.653094865
1036,1146625,TACOS LOTERIA,09/25/2020,05/31/2021,3327-3329 W ARMITAGE AVE,41.917238213000005,-87.711414243
1037,1146642,MARISCOS EL ABUELO Y YO SEAFOOD,09/15/2020,05/31/2021,3752 S KEDZIE AVE,41.824447111,-87.704596236
1038,1146657,LA SANDWICHERA,09/17/2020,05/31/2021,2721 W DIVISION ST,41.902829316,-87.695301606
1039,1146726,SUGUNI SUSHI,09/17/2020,05/31/2021,2904 N BROADWAY,41.935033003,-87.644378948
1040,1146728,ROSDED RESTAURANT,09/17/2020,05/31/2021,2308 W LELAND AVE,41.966824434,-87.687892838
1041,1146741,BEAUMONT,09/22/2020,05/31/2021,2020 N HALSTED ST,41.918830589,-87.64868108700001
1042,1146776,YUGEN,09/21/2020,05/31/2021,652-654 W RANDOLPH ST,41.884530672,-87.64477538
1043,1146779,"CHICK-FIL-A, INC.",11/10/2020,05/31/2021,177 N STATE ST,41.885277957,-87.627782875
1044,1146809,MABLE'S TABLE,09/25/2020,05/31/2021,1653-1655 W CORTLAND ST,41.915969409,-87.66995938
1045,1146813,SHE-NANNIGAN'S HOUSE OF BEERS,09/28/2020,05/31/2021,16 W DIVISION ST,41.904040349,-87.62933545899999
1046,1146816,FRANCES' DELI & BRUNCHERY,10/29/2020,05/31/2021,2552-54 N CLARK ST,41.929090925,-87.642717285
1047,1146865,NEW ORLEANS SEAFOOD INC,10/21/2020,05/31/2021,1046 1/2 W ARGYLE ST,41.973396509000004,-87.65679874899999
1048,1146897,CARMELO'S TACO PLACE,10/08/2020,05/31/2021,2746 W 59TH ST,41.78652777,-87.69303014799999
1049,1146942,BELLA LUNA CAFE,10/14/2020,05/31/2021,731 N DEARBORN ST,41.895773515,-87.629610541
1050,1146974,BIEN ME SABE VENEZUELAN CAFE & RESTAURANT,11/25/2020,05/31/2021,1637 W MONTROSE AVE,41.961461420999996,-87.67075699899999
1051,1146982,The Dog House Grill,10/26/2020,05/31/2021,1534 N WELLS ST,41.910184428,-87.634826983
1052,1146983,CLOVER SPORTS BAR,10/26/2020,05/31/2021,722-724 W GRAND AVE,41.891305558,-87.646806628
1053,1146992,BOURBON ON DIVISION,11/04/2020,05/31/2021,2050 W DIVISION ST,41.903263621,-87.67927827
1054,1147061,RAW,11/03/2020,05/31/2021,51 W HURON ST,41.894739582,-87.630044857
1055,1147068,Edie's All Day Cafe Bar,10/28/2020,05/31/2021,675 N WELLS ST,41.894609759,-87.634000823
1056,1147069,Uproar Food & Beverage,10/28/2020,05/31/2021,1252 N WELLS ST,41.905433008,-87.634680857
1057,1147081,Two Hearted Queen,11/02/2020,05/31/2021,3500 N HALSTED ST,41.945503653,-87.649578514
1058,1147082,TWO HEARTED QUEEN,11/02/2020,05/31/2021,1201 W ROSCOE ST,41.943381838,-87.659190636
1059,1147131,GOOSE ISLAND BEER CO.,11/03/2020,05/31/2021,1800 N CLYBOURN AVE,41.913683804,-87.65359204200001
1060,1147197,INDIA HOUSE,12/03/2020,05/31/2021,59 W GRAND AVE,41.891527574,-87.63034188
1061,1147198,SUSHI-SAN,11/09/2020,05/31/2021,63 W GRAND AVE,41.891524624,-87.630518825
1062,1147199,CITY WINERY CHICAGO,11/05/2020,05/31/2021,1200-1212 W RANDOLPH ST,41.884351914,-87.65678758799999
1063,1147210,"MANNYS COFFEE SHOP, INC.",11/05/2020,05/31/2021,1131-1141 S JEFFERSON ST,41.868015128,-87.64207038200001
1064,1147256,ANGELINA RISTORANTE,11/16/2020,05/31/2021,3561 N BROADWAY,41.947205495,-87.647026647
1065,1147258,REBEL AND RYE TAVERN,11/12/2020,05/31/2021,726 W GRAND AVE,41.891301563,-87.646970293
1066,1147402,KIZAMI,11/27/2020,05/31/2021,2235 N LINCOLN AVE,41.92277357,-87.64481200799999
1067,1147983,PELAGO,03/17/2021,05/31/2021,201 E DELAWARE PL,41.899135255,-87.621785262
1068,1144510,One Off At Home,07/13/2020,05/31/2021,619 W RANDOLPH ST,41.884320409000004,-87.64360140000001
1069,1144851,L & M FINE FOODS,04/09/2021,05/31/2021,4361-4365 N LINCOLN AVE,41.961270362,-87.68358899799999
1070,1145034,Good Funk/Beatnik On The River,04/13/2021,05/31/2021,180 N WACKER DR,41.885243233000004,-87.637164794
1071,1147865,FREEHAND CHICAGO / CAFE INTEGRAL / BROKEN SHAKER,02/16/2021,02/28/2022,17-19 E OHIO ST,41.892372493,-87.627329444
1072,1148008,QUALITY CRAB & OYSTER BAH,03/04/2021,02/28/2022,1962 N HALSTED ST,41.917751861,-87.64863789200001
1073,1147980,TAQUERIA MARAVATIO INC,03/05/2021,02/28/2022,2618-2620 W 59TH ST,41.786582933000005,-87.689605466
1074,1148019,"Raising Cane's Restaurants, LLC",03/09/2021,02/28/2022,3700 N CLARK ST,41.949010883,-87.658142875
1075,1148104,BITTER POPS,03/12/2021,02/28/2022,3357-3361 N LINCOLN AVE,41.943033759,-87.670842283
1076,1147864,MOTHER HUBBARDS,03/12/2021,02/28/2022,5 W HUBBARD ST,41.889951602,-87.628228798
1077,1147734,Brick and Cake,03/12/2021,02/28/2022,2009 W ROSCOE ST,41.943103122,-87.678844876
1078,1148136,DAVILA'S MEXICAN RESTAURANT INC,03/19/2021,02/28/2022,1924 W IRVING PARK RD,41.954284755,-87.67735575100001
1079,1148220,LA MICHOACANA FRUTILETA #2,03/25/2021,02/28/2022,4058 W ARMITAGE AVE,41.917245482,-87.728941686
1080,1148224,SPACCANAPOLI,03/26/2021,02/28/2022,1769 W SUNNYSIDE AVE,41.963245267,-87.67361418799999
1081,1148257,STEINGOLD'S OF CHICAGO,03/31/2021,02/28/2022,3737 N SOUTHPORT AVE,41.949966595,-87.663950075
1082,1148279,JULIUS MEINL,03/31/2021,02/28/2022,3601 N SOUTHPORT AVE,41.947161157,-87.66387070200001
1083,1148259,RealGood Stuff Co,03/31/2021,02/28/2022,2275 N LINCOLN AVE,41.92361621,-87.64599112200001
1084,1148264,PIZZA BOY,03/31/2021,02/28/2022,6694 N NORTHWEST HWY,42.002581433,-87.816070361
1085,1148271,LA SCAROLA,03/31/2021,02/28/2022,721 W GRAND AVE,41.891083211,-87.64691989399999
1086,1148278,JULIUS-MEINL,03/31/2021,02/28/2022,1918 W MONTROSE AVE,41.961592419,-87.67683111
1087,1148333,LITTLE WOK,04/07/2021,02/28/2022,3144 N BROADWAY,41.939051666,-87.644512659
1088,1148299,High Dive / Dante's Tavern,04/07/2021,02/28/2022,1936-1938 W CHICAGO AVE,41.896037928,-87.67606494
1089,1148291,BUSY BURGER,04/07/2021,02/28/2022,1120 W TAYLOR ST,41.869550501999996,-87.655204917
1090,1148345,FRANKLIN ROOM,04/09/2021,02/28/2022,675 N FRANKLIN ST,41.894589025,-87.635506367
1091,1148368,Kraken Sushi & Beyond,04/13/2021,02/28/2022,4022 N WESTERN AVE,41.95475904,-87.688634766
1092,1148330,AVEC II,04/13/2021,02/28/2022,141 W ERIE ST,41.893900256,-87.632731687
1093,1148380,FONS EMPANADAS,04/13/2021,02/28/2022,2566 N CLARK ST,41.929403330999996,-87.642898581
1094,1148367,GRACIE O'MALLEY'S EDGEWATER,04/14/2021,02/28/2022,6334 N CLARK ST,41.997373464,-87.67054892899999
