,permit_number,business_name,issued_date,expiration_date,address,latitude,longitude
417,1144495,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,1625 N DAMEN AVE,41.911216984,-87.677333437
418,1144500,KROLL'S SOUTH LOOP,06/04/2020,05/31/2021,1736 S MICHIGAN AVE,41.85799082,-87.624082876
419,1144502,ANTIQUE TACO,10/22/2020,05/31/2021,1360 N MILWAUKEE AVE,41.906429121,-87.671514215
420,1144504,ZIZI'S CAFE,06/23/2020,05/31/2021,2825 N SHEFFIELD AVE,41.933439811999996,-87.65374004700001
421,1144505,DUNNING POUR HOUSE,06/01/2020,05/31/2021,7718 W ADDISON ST,41.945309465,-87.82042719399999
422,1144506,MUNNO,06/11/2020,05/31/2021,4656 N CLARK ST,41.966913741,-87.66723233100001
423,1144507,BEAT KITCHEN,06/04/2020,05/31/2021,2100 W BELMONT AVE,41.939651932,-87.680903205
424,1144508,PUBLICAN QUALITY MEATS,07/13/2020,05/31/2021,825 W FULTON MARKET,41.886677454,-87.648609812
425,1144509,DOVE'S LUNCHEONETTE,07/15/2020,05/31/2021,1543-1545 N DAMEN AVE,41.909550137,-87.677292706
426,1144511,THE PUBLICAN,06/15/2020,05/31/2021,837 W FULTON MARKET,41.886669847,-87.64890500799999
427,1144513,AVEC,06/24/2020,05/31/2021,615 W RANDOLPH ST,41.884321041,-87.64342475299999
428,1144514,TARANTINO'S,07/15/2020,05/31/2021,1112 W ARMITAGE AVE,41.918179613,-87.65585983700001
429,1144517,THE FIFTY / 50,06/09/2020,05/31/2021,2047 W DIVISION ST,41.903046998,-87.67911932700001
430,1144521,TAPAS VALENCIA,06/02/2020,05/31/2021,1530 S STATE ST,41.86101824,-87.6274171
431,1144522,Silli Kori,06/09/2020,05/31/2021,2053 W DIVISION ST,41.903042737,-87.679346686
432,1144524,THOMPSON CHICAGO HOTEL,06/19/2020,05/31/2021,21 E BELLEVUE PL,41.90146137,-87.627514619
433,1144525,TATAS TACOS,07/08/2020,05/31/2021,4929 W IRVING PARK RD,41.953263831,-87.751091996
434,1144526,NOODLES & COMPANY #673,07/08/2020,05/31/2021,1100 S CANAL ST,41.86888416,-87.63939254
435,1144527,The Budlong Hot Chicken,06/05/2020,05/31/2021,4619 N WESTERN AVE,41.965499109,-87.68866018700001
436,1144528,WASABI / NOMONOMO-JAPANESE PUB + GRILL,06/17/2020,05/31/2021,2101 N MILWAUKEE AVE,41.919521614000004,-87.691587162
437,1144532,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,3424 N SOUTHPORT AVE,41.944166482,-87.66408481200001
438,1144534,"EL MERCADO FOOD MART, LLC",07/08/2020,05/31/2021,3767 N SOUTHPORT AVE,41.95096537,-87.663978055
439,1144535,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,5304 N CLARK ST,41.978205263,-87.66849069
440,1144536,BODEGA SUR,05/29/2020,05/31/2021,3755 N SOUTHPORT AVE,41.950458473000005,-87.663964159
441,1144538,TANGO SUR,07/08/2020,05/31/2021,3761-3763 N SOUTHPORT AVE,41.950622482,-87.663968655
442,1144539,"GEO.  NOTTOLI & SON, INC.",06/11/2020,05/31/2021,7652 W BELMONT AVE,41.938004783000004,-87.818654225
443,1144540,D'AGOSTINOS PIZZA,06/11/2020,05/31/2021,1351 W ADDISON ST,41.946964202,-87.6636616
444,1144541,THE COFFEE STUDIO,07/16/2020,05/31/2021,5628 N CLARK ST,41.984384825,-87.669099314
445,1144542,MUSIC BOX THEATRE,07/22/2020,05/31/2021,3733-3735 N SOUTHPORT AVE,41.949857259,-87.66394689100001
446,1144563,LADY GREGORY'S,06/12/2020,05/31/2021,5254-60 N CLARK ST,41.977859519,-87.668501013
447,1144564,The Bird Cage,06/16/2020,05/31/2021,5308 - 5312 N CLARK ST,41.978342059,-87.66848426600001
448,1144565,DOC B'S FRESH KITCHEN,05/29/2020,05/31/2021,100 E WALTON ST,41.900096625,-87.625359341
449,1144566,PROSECCO,06/17/2020,05/31/2021,710 N WELLS ST,41.89519143,-87.63431031100001
450,1144567,JOHNSON'S REAL ICE CREAM,06/24/2020,05/31/2021,2951 N BROADWAY,41.936414698,-87.644127995
451,1144569,DOC B'S,05/29/2020,05/31/2021,55 E GRAND AVE,41.891590741,-87.62586713700001
452,1144571,ROKA AKOR/ENOLO WINE BAR,06/05/2020,05/31/2021,111 W ILLINOIS ST,41.890704754,-87.63161066200001
453,1144572,GEMINI BISTRO,07/09/2020,05/31/2021,2075 N LINCOLN AVE,41.920057537,-87.641019344
454,1144574,CH DISTILLERY,06/01/2020,05/31/2021,564 W RANDOLPH ST,41.884543398000005,-87.64233138700001
455,1144575,RAMEN TAKEYA / OMAKASE TAKEYA,06/02/2020,05/31/2021,819 W FULTON MARKET,41.886681235,-87.64835209200001
456,1144576,SHAKE SHACK,06/01/2020,05/31/2021,185 N MORGAN ST,41.885529268,-87.65199192600001
457,1144578,MCM PUB AND LIQUORS,10/16/2020,05/31/2021,3906-3910 N CICERO AVE,41.951788070999996,-87.74741980799999
458,1144581,DAKOTA 94,06/04/2020,05/31/2021,5304 W DEVON AVE,41.997436752,-87.761002601
459,1144582,KASEY'S TAVERN,05/29/2020,05/31/2021,701 S DEARBORN ST,41.873324342,-87.629021704
460,1144583,MOE'S CANTINA,06/23/2020,05/31/2021,149-155 W KINZIE ST,41.889072838000004,-87.632950467
461,1144762,EL HEFE,07/22/2020,05/31/2021,15 W HUBBARD ST,41.889946197,-87.62858930600001
462,1144584,OLD CROW SMOKEHOUSE/ TUNNEL/CHEN'S CHINESE & CUISINE,06/23/2020,05/31/2021,149-51 W KINZIE ST,41.889072838000004,-87.632950467
463,1144585,POTBELLY SANDWICH WORKS # 114,11/04/2020,05/31/2021,4709 N LINCOLN AVE,41.966852685999996,-87.68730910200001
464,1144588,CHANT,06/04/2020,05/31/2021,1509 E 53RD ST,41.799436696,-87.588731257
465,1144589,NOODLES ETC,06/11/2020,05/31/2021,1333 E 57TH ST,41.791367617,-87.59345688299999
466,1144614,MACY'S,07/31/2020,05/31/2021,111 N STATE ST,41.883473122,-87.62772975
467,1144615,GREEN STREET LOCAL,05/22/2020,05/31/2021,130 S GREEN ST,41.879500766999996,-87.648608118
468,1144616,WEBER GRILL RESTAURANT,06/16/2020,05/31/2021,539 N STATE ST,41.892001133,-87.62792896200001
469,1144617,Boca Loca Cantina,07/27/2020,05/31/2021,416 W ONTARIO ST,41.893228984000004,-87.63930513
470,1144618,N,07/28/2020,05/31/2021,2977 N ELSTON AVE,41.935613511,-87.69260311200001
471,1144619,MIKU SUSHI,06/09/2020,05/31/2021,4514 N LINCOLN AVE,41.963566361,-87.685411019
472,1144620,RENALDI's PIZZA,06/18/2020,05/31/2021,2827-2831 N BROADWAY,41.933535705,-87.644542927
473,1144624,TGI FRIDAY'S,07/06/2020,05/31/2021,153 E ERIE ST,41.894042358,-87.623385155
474,1144625,LAND AND LAKE KITCHEN,06/02/2020,05/31/2021,81 E WACKER DR,41.888019856,-87.62525567600001
475,1144637,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,200 S MICHIGAN AVE,41.879489329,-87.624498125
476,1144638,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,277 E ONTARIO ST,41.893286702,-87.62073603799999
477,1144640,PROTEIN BAR,06/11/2020,05/31/2021,352 N CLARK ST,41.888958604,-87.63120053600001
478,1144642,PROTEIN BAR,06/18/2020,05/31/2021,151 N MICHIGAN AVE,41.884540111,-87.624308522
479,1144645,COFFEE & TEA EXCHANGE,06/16/2020,05/31/2021,3311 N BROADWAY,41.942258246,-87.644320975
480,1144646,FANNIE MAY CONFECTIONS #152,07/08/2020,05/31/2021,343 N MICHIGAN AVE,41.887750299000004,-87.624410868
481,1144647,MILK & HONEY CAFE,06/24/2020,05/31/2021,1920 W DIVISION ST,41.903327164000004,-87.67566894299999
482,1144648,FOLKLORE,08/11/2020,05/31/2021,2100-2102 W DIVISION ST,41.903254515,-87.679825045
483,1144654,GRANT PARK BISTRO / PETITE VANILLE,06/02/2020,05/31/2021,800 S MICHIGAN AVE,41.871811814000004,-87.62431549899999
484,1144655,LA PULQUERIA / WINGS FIREHOUSE / PILSEN CAFE,07/29/2020,05/31/2021,2501 S WESTERN AVE,41.846499656999995,-87.685340696
485,1144656,COLECTIVO COFFEE,06/16/2020,05/31/2021,5423-5427 N CLARK ST,41.980461754000004,-87.668179844
486,1144666,SUBWAY,06/10/2020,05/31/2021,511 N MCCLURG CT,41.891451415,-87.617534555
487,1144667,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,508 N CLARK ST,41.891150496,-87.63126028399999
488,1144668,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,1 N LA SALLE ST,41.881990074,-87.632212876
489,1144669,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,57 E CHICAGO AVE,41.896599125,-87.625990339
490,1144670,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,175 W JACKSON BLVD,41.878014487,-87.63318903
491,1144672,POTBELLY SANDWICH WORKS # 100,11/04/2020,05/31/2021,209 S LA SALLE ST,41.87911455,-87.63213674
492,1144673,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,547 W JACKSON BLVD,41.877914155,-87.64140539700001
493,1144674,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,190 N STATE ST,41.88555517,-87.628082725
494,1144675,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,545 W MADISON ST,41.881742105,-87.64141938899999
495,1144676,ATWOOD,07/29/2020,05/31/2021,1 W WASHINGTON ST,41.883108627,-87.627948771
496,1144677,CHARMERS CAFE,06/18/2020,05/31/2021,1500 W JARVIS AVE,42.016157041999996,-87.668252474
497,1144679,TARASCAS INTERNATIONAL,06/29/2020,05/31/2021,2585 N CLARK ST,41.93003288,-87.643254335
498,1144689,FIGO WINE BAR,06/24/2020,05/31/2021,3207 N SHEFFIELD AVE,41.940176877,-87.65396764
499,1144690,JOE & THE JUICE ILLINOIS LLC,06/25/2020,05/31/2021,10 E DELAWARE PL,41.899255056,-87.627834638
500,1144691,JOE & THE JUICE EAST HURON,06/25/2020,05/31/2021,8 E HURON ST,41.894990607,-87.62782919799999
501,1144693,STEAK N' SHAKE,06/09/2020,05/31/2021,1322 S HALSTED ST,41.864810816,-87.646994859
502,1144696,THE PRESS ROOM,06/01/2020,05/31/2021,1134 W WASHINGTON BLVD,41.883108889,-87.655712432
503,1144698,BIRD'S NEST,06/11/2020,05/31/2021,2500 N SOUTHPORT AVE,41.92707497,-87.663531089
504,1144708,R PUBLIC HOUSE,05/29/2020,05/31/2021,1508 W JARVIS AVE,42.01615267,-87.66856404299999
505,1144724,BEL-AMI RESTAURANT,06/24/2020,05/31/2021,5530 N LINCOLN AVE,41.98205255,-87.69354121100001
506,1144727,MAMA LUNA'S LOUNGE,07/17/2020,05/31/2021,7605 - 7607 W ADDISON ST,41.945092722,-87.81702497200001
507,1144728,RANALLIS,07/17/2020,05/31/2021,1508 - 1512 W BERWYN AVE,41.978123358000005,-87.668755869
508,1144729,POTBELLY SANDWICH SHOP,11/04/2020,05/31/2021,4185 W IRVING PARK RD,41.95348915,-87.732320205
509,1144731,ROCKS LAKEVIEW,06/16/2020,05/31/2021,3463-67 N BROADWAY,41.944974171,-87.645659756
510,1144750,BBQ SUPPLY CO.,06/18/2020,05/31/2021,1301 E 53RD ST,41.799365196,-87.594900165
511,1144751,THE BUDLONG HOT CHICKEN,06/18/2020,05/31/2021,1008 W ARMITAGE AVE,41.918208568000004,-87.653757688
512,1144752,CAFE COLAO,07/06/2020,05/31/2021,2638 W DIVISION ST,41.903064338,-87.69352967
513,1144761,JEFFERSON TAP AND GRILLE AND THE LOFT,08/26/2020,05/31/2021,323-25 N JEFFERSON ST,41.887531657,-87.64267793200001
514,1144763,BOURBON CAFE',08/26/2020,05/31/2021,4768 N LINCOLN AVE,41.968308772,-87.688536004
515,1144764,BEOGRAD CAFE AND RESTAURANT,07/28/2020,05/31/2021,2933-2939 W IRVING PARK RD,41.953846017,-87.702043289
516,1144765,BRUNCH ROOM,06/01/2020,05/31/2021,127 W HURON ST,41.894706184,-87.632422292
517,1144766,BOMBO BAR WELLS ST,10/15/2020,05/31/2021,1529 N WELLS ST,41.910025601,-87.634528071
518,1144767,REPLAY / ELIXIR,06/01/2020,05/31/2021,5356-5358 N CLARK ST,41.979729776999996,-87.66841902700001
519,1144769,PAT'S PIZZERIA,09/02/2020,05/31/2021,2679 N LINCOLN AVE,41.93075676,-87.65597841700001
520,1144770,Sayat Nova,06/09/2020,05/31/2021,157 E OHIO ST,41.892442023,-87.623147475
521,1144771,YOLK - WICKER PARK,05/29/2020,05/31/2021,1819 W DIVISION ST,41.90314384,-87.673157436
522,1144773,CELTIC CROWN,09/22/2020,05/31/2021,4301 N WESTERN AVE,41.959539276,-87.688483804
523,1144774,THE REVELER,09/10/2020,05/31/2021,1954 - 1958 W ROSCOE ST,41.943328037,-87.678184165
524,1144775,BUTCHER'S TAP,09/22/2020,05/31/2021,3553 N SOUTHPORT AVE,41.946831640999996,-87.66386199799999
525,1144776,FLUB A DUB CHUB'S,07/29/2020,05/31/2021,3021 N BROADWAY,41.937143841,-87.64415612200001
526,1144777,SAVANNA RESTAURANT,06/02/2020,05/31/2021,4111 N LINCOLN AVE,41.956349892,-87.680129135
527,1144778,COCOA & CO.,06/04/2020,05/31/2021,1651 N WELLS ST,41.912627142,-87.634608844
528,1144781,PIZZA CAPRI,05/26/2020,05/31/2021,1501 E 53RD ST,41.799434259,-87.589046255
529,1144782,GROUND CONTROL RESTAURANT LLC,06/29/2020,05/31/2021,3313-3315 W ARMITAGE AVE,41.917244598,-87.710844329
530,1144783,BREAKFAST HOUSE RESTAURANT INC.,06/22/2020,05/31/2021,1800 W GRAND AVE,41.891011186,-87.672147458
531,1144784,BREAKFAST HOUSE RESTAURANT,07/10/2020,05/31/2021,3001 N ASHLAND AVE,41.936097626999995,-87.66838426700001
532,1144785,KOKO'S MEDITERRANEAN GRILL,08/12/2020,05/31/2021,1760 W CHICAGO AVE,41.896102673,-87.67211595
533,1144786,Kanela breakfast club,07/30/2020,05/31/2021,1408 N MILWAUKEE AVE,41.90742473,-87.673073674
534,1144788,CAPITAL ONE CAFE,09/04/2020,05/31/2021,1465 E 53RD ST,41.79943294,-87.589237995
535,1144799,LONE WOLF,07/01/2020,05/31/2021,806 W RANDOLPH ST,41.884511813,-87.647760519
536,1144800,MAC'S AMERICAN FOOD,06/01/2020,05/31/2021,1801 W DIVISION ST,41.903156154,-87.67242231899999
537,1144801,PUB ROYALE,06/16/2020,05/31/2021,2049 W DIVISION ST,41.903045578000004,-87.679195114
538,1144802,ESTEREO,06/16/2020,05/31/2021,2450 N MILWAUKEE AVE,41.92576419,-87.702246015
539,1144803,THE QUEEN MARY,07/09/2020,05/31/2021,2125 W DIVISION ST,41.903019956,-87.680727345
540,1144805,HOLIDAY CLUB,06/01/2020,05/31/2021,4000 N SHERIDAN RD,41.954532689000004,-87.654693025
541,1144812,ARMAND'S VICTORY TAP,06/11/2020,05/31/2021,1416 S MICHIGAN AVE,41.863577523000004,-87.624215119
542,1144817,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,542 S DEARBORN ST,41.874861998,-87.629363045
543,1144818,MARGE'S STILL,07/01/2020,05/31/2021,1758 N SEDGWICK ST,41.914680613,-87.63885012200001
544,1144819,UNCOMMON GROUND,06/01/2020,05/31/2021,3800-04 N CLARK ST,41.951064053,-87.659795128
545,1144820,FLO & SANTO,06/04/2020,05/31/2021,1310 S WABASH AVE,41.865399757,-87.62593557
546,1144822,TWEET,06/09/2020,05/31/2021,5020 N SHERIDAN RD,41.973950993,-87.655091689
547,1144823,"BIG CHICKS, INC.",06/30/2020,05/31/2021,5024 N SHERIDAN RD,41.974069119,-87.655094492
548,1144824,PETE'S PIZZA & BAKEHOUSE,06/23/2020,05/31/2021,1100 W GRANVILLE AVE,41.994685200999996,-87.658398132
549,1144826,RAS DASHEN ETHIOPIAN RESTAURANT INC,06/05/2020,05/31/2021,5844-5846 N BROADWAY,41.98832593,-87.660360363
550,1144827,Edge of Sweetness,06/11/2020,05/31/2021,6034 N BROADWAY,41.991842882,-87.660471421
551,1144828,BIG JONES,08/28/2020,05/31/2021,5347 N CLARK ST,41.979414483,-87.668143281
552,1144835,WRIGLEYVILLE DAIRY QUEEN,06/17/2020,05/31/2021,3811 N SOUTHPORT AVE,41.951112529,-87.663982089
553,1144836,RENO,06/01/2020,05/31/2021,2607 N MILWAUKEE AVE,41.929110009,-87.707238997
554,1144837,WEBSTER'S,06/29/2020,05/31/2021,2601-2603 N MILWAUKEE AVE,41.928849099000004,-87.706817213
555,1144844,WOOD,07/17/2020,05/31/2021,3335 N HALSTED ST,41.942819898,-87.64921416899999
556,1144845,GIDEON WELLES,06/04/2020,05/31/2021,4500 N LINCOLN AVE,41.963228402,-87.685190443
557,1144846,KNEAD,07/13/2020,05/31/2021,2101 W NORTH AVE,41.910327528,-87.680100149
558,1144847,WOLCOTT TAP,06/11/2020,05/31/2021,1834 W MONTROSE AVE,41.96160567,-87.675966767
559,1144849,The Aberdeen Tap,06/09/2020,05/31/2021,440 N ABERDEEN ST,41.890068209,-87.654747049
560,1144853,SPACCANAPOLI,06/02/2020,05/31/2021,1769 W SUNNYSIDE AVE,41.963245267,-87.67361418799999
561,1144857,ROOTSTOCK WINE & BEER BAR,08/27/2020,05/31/2021,954 N CALIFORNIA AVE,41.899099711999995,-87.696933299
562,1144858,HQ BEERCADE II,06/18/2020,05/31/2021,213 W INSTITUTE PL,41.897303739,-87.63480416799999
563,1144859,WEST TOWN BAKERY & DINER,06/05/2020,05/31/2021,1916-1920 W CHICAGO AVE,41.896048721999996,-87.675351235
564,1144860,JAKE'S PUP IN THE RUF INC,07/08/2020,05/31/2021,4401 N SHERIDAN RD,41.961824921,-87.654601961
565,1144861,CITY PROVISIONS CATERING AND EVENTS,06/09/2020,05/31/2021,1816-20 W WILSON AVE,41.965258595,-87.67537270000001
566,1144863,"NORTH STAR RESTAURANT, INC.",06/11/2020,05/31/2021,6246 N WESTERN AVE,41.995479206999995,-87.689956626
567,1144865,RICCARDO ENOTECA,07/01/2020,05/31/2021,2116 N CLARK ST,41.920616813,-87.63763126
568,1144867,GEORGE'S HOT DOGS,08/12/2020,05/31/2021,1876 N DAMEN AVE,41.91595533,-87.677727797
569,1144868,TUMANS,07/31/2020,05/31/2021,2159 W CHICAGO AVE,41.89571957,-87.68182312
570,1144870,GIORDANO'S ON RUSH,06/05/2020,05/31/2021,730-740 N RUSH ST,41.895769847,-87.62562855899999
571,1144872,ALHAMBRA PALACE RESTAURANT,07/13/2020,05/31/2021,1240 W RANDOLPH ST,41.884327802,-87.65845724299999
572,1144873,CAFE ISTANBUL,09/29/2020,05/31/2021,2014 W DIVISION ST,41.903289142,-87.67791409600001
573,1144876,BAR SIENA,06/04/2020,05/31/2021,832 W RANDOLPH ST,41.884496686,-87.648665508
574,1144880,Pie cafe,06/01/2020,05/31/2021,5357 N ASHLAND AVE,41.979717097,-87.66956491799999
575,1144881,"Pie Cafe, LLC",06/18/2020,05/31/2021,4664 N MANOR AVE,41.966157929,-87.70120563100001
576,1144894,PR ITALIAN BISTRO,06/03/2020,05/31/2021,3908-3910 N SHERIDAN RD,41.952964418,-87.654646694
577,1144895,THE WINDSOR,07/02/2020,05/31/2021,4530 N MILWAUKEE AVE,41.963158817,-87.75684243200001
578,1144896,THE CONGRESS HOTEL,05/29/2020,05/31/2021,520 S MICHIGAN AVE,41.875259826,-87.624396674
579,1144897,Soupbox,06/17/2020,05/31/2021,2943 N BROADWAY,41.936191259,-87.644119265
580,1144898,LIZZIE MC NEILLS,07/22/2020,05/31/2021,400 N MCCLURG CT,41.889118473,-87.61775487700001
581,1144899,FLOYD'S PUB,07/22/2020,05/31/2021,1944 N OAKLEY AVE,41.917458568,-87.685102641
582,1144901,COBRA LOUNGE / ALL RISE BREWING CO.,07/02/2020,05/31/2021,235 N ASHLAND AVE,41.886491383,-87.666864575
583,1144904,DON PEPE,06/29/2020,05/31/2021,3616 W 26TH ST,41.844483527,-87.71558453600001
584,1144910,WILLOW ROOM,07/28/2020,05/31/2021,1800 N HALSTED ST,41.913934603,-87.64851072200001
585,1144911,THE SIT DOWN,06/01/2020,05/31/2021,1312 E 53RD ST,41.799589605,-87.594447823
586,1144912,FOXTROT MARKET,05/29/2020,05/31/2021,1562 N WELLS ST,41.910949421,-87.63485130299999
587,1144914,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,1019 W LAKE ST,41.885458940999996,-87.65298155299999
588,1144915,THE MARKET BY FOXTROT,06/18/2020,05/31/2021,900 - 902 W ARMITAGE AVE,41.91825205,-87.651001568
589,1144916,ROOTS HANDMADE PIZZA - LINCOLN SQUARE/ THE SIXTH QUALITY SPIRITS,07/28/2020,05/31/2021,2200 W LAWRENCE AVE,41.968793622,-87.68410489600001
590,1144920,INNJOY,06/16/2020,05/31/2021,2051 W DIVISION ST,41.903044158,-87.6792709
591,1144921,TUFANO'S/VERNON PARK TAP,06/17/2020,05/31/2021,1073 W VERNON PARK PL,41.872904375,-87.654033036
592,1144922,MARGIES CANDIES,07/13/2020,05/31/2021,1813 W MONTROSE AVE,41.961400692,-87.674987503
593,1144923,MY PLACE,05/19/2020,05/31/2021,1307 S WABASH AVE,41.865517449,-87.625648058
594,1144930,ANDIES RESTAURANT,07/17/2020,05/31/2021,5253 N CLARK ST,41.977779628,-87.668210332
595,1144934,DSTRKT BAR & GRILL,06/04/2020,05/31/2021,1540 N MILWAUKEE AVE,41.909420030999996,-87.676195083
596,1144936,CAFE SELMARIE,06/11/2020,05/31/2021,4729 N LINCOLN AVE,41.967406598000004,-87.687616424
597,1144938,BAR COCINA,06/25/2020,05/31/2021,2901 N SHEFFIELD AVE,41.934500538,-87.653775491
598,1144939,THE RIVER OF CHICAGO,09/18/2020,05/31/2021,2909-11 N SHEFFIELD AVE,41.934751362,-87.653783726
599,1144943,Haymarket Pub & Brewery,05/29/2020,05/31/2021,737-41 W RANDOLPH ST,41.884299516999995,-87.64721332299999
600,1144944,MR. BROWN'S LOUNGE,06/08/2020,05/31/2021,2301 W CHICAGO AVE,41.895673385,-87.684515538
601,1144946,MELI CAFE ON DEARBORN,07/07/2020,05/31/2021,500 S DEARBORN ST,41.87556911,-87.629383226
602,1144949,LITTLE BAD WOLF,06/01/2020,05/31/2021,1541 W BRYN MAWR AVE,41.983377202,-87.66910121
603,1144950,POTBELLY SANDWICH SHOP,11/04/2020,05/31/2021,1018 S CANAL ST,41.869137223,-87.63940174700001
604,1144951,STAN'S DONUTS & COFFEE,05/29/2020,05/31/2021,3300 N BROADWAY,41.941883022,-87.644605003
605,1144952,Sputnik Coffee Company,07/27/2020,05/31/2021,2057 W 51ST ST,41.801095035,-87.67679502799999
606,1144953,9 MUSES BAR & GRILL,07/07/2020,05/31/2021,315 S HALSTED ST,41.877346048,-87.647075981
607,1144954,HOPS AND BARLEY,06/17/2020,05/31/2021,4359-61 N MILWAUKEE AVE,41.960360187,-87.754066274
608,1144955,FOUNDATION BAR AND GRILL,06/23/2020,05/31/2021,5007-5009 W IRVING PARK RD,41.9532425,-87.752531985
609,1144956,FLO,06/01/2020,05/31/2021,1434 W CHICAGO AVE,41.896237318000004,-87.663806719
610,1144957,MASON/BLIND DRAGON,08/19/2020,05/31/2021,611-613 N WELLS ST,41.892790446999996,-87.633953583
611,1144959,THE STOPALONG,06/23/2020,05/31/2021,1812 N MILWAUKEE AVE,41.914261446,-87.683686046
612,1144960,5077 KIKO MEAT MARKET,07/16/2020,05/31/2021,5077 N LINCOLN AVE,41.973871588,-87.69178983799999
613,1144963,KITSCH'N ON ROSCOE,07/15/2020,05/31/2021,2005 W ROSCOE ST,41.943104564,-87.678678852
614,1144964,VOLO RESTAURANT,07/15/2020,05/31/2021,2008 W ROSCOE ST,41.943322631,-87.67884909700001
615,1144981,TURKITCH,10/08/2020,05/31/2021,565 W DIVERSEY PKWY,41.932717361,-87.64356390399999
616,1144982,STAN'S DONUTS AND COFFEE,05/29/2020,05/31/2021,181 N MICHIGAN AVE,41.885259778000005,-87.62434106100001
617,1144983,THE RED LION LINCOLN SQUARE,07/31/2020,05/31/2021,4749-4753 N ROCKWELL ST,41.968154221,-87.69363812600001
618,1144984,THE PIZZA CORNER,08/07/2020,05/31/2021,6322 N BROADWAY,41.997080653000005,-87.660616494
619,1144985,IL VICINATO INC,09/18/2020,05/31/2021,2435 S WESTERN AVE,41.847385063000004,-87.685363435
620,1144986,KINZIE ST. CHOP HOUSE,09/02/2020,05/31/2021,400 N WELLS ST,41.889198021999995,-87.634157297
621,1144988,BLACK SHEEP,06/18/2020,05/31/2021,2535-37 W PETERSON AVE,41.990365689,-87.69353290000001
622,1144989,HAWKEYE'S BAR & GRILL INC,06/03/2020,05/31/2021,1458 W TAYLOR ST,41.869411103000004,-87.66401783399999
623,1144992,BAR TAKITO,12/23/2020,05/31/2021,952 W LAKE ST,41.885699219,-87.65184383100001
624,1144993,Mama Delia & Bordel,07/10/2020,05/31/2021,1721 W DIVISION ST,41.903180986,-87.670876338
625,1144998,DOLLOP COFFEE CO.,07/07/2020,05/31/2021,643 N WELLS ST,41.893735355,-87.63397876
626,1144999,GYRO EATS INC.,06/17/2020,05/31/2021,4300 N MILWAUKEE AVE,41.958816819,-87.75308175200001
627,1145000,THE OLD PLANK,06/01/2020,05/31/2021,2700 N MILWAUKEE AVE,41.930190941999996,-87.70947505
628,1145001,RED STAR LIQUORS,06/01/2020,05/31/2021,2725-2727 N MILWAUKEE AVE,41.93078709,-87.70998753399999
629,1145002,THE HARDING TAVERN,06/01/2020,05/31/2021,2732 N MILWAUKEE AVE,41.930721998,-87.710345481
630,1145004,SABA ITALIAN BAR & KITCHEN,09/03/2020,05/31/2021,2715 N MILWAUKEE AVE,41.930605133,-87.709689368
631,1145006,CAFE CON LECHE D' NOCHE,07/07/2020,05/31/2021,2710-2714 N MILWAUKEE AVE,41.930392308,-87.709805175
632,1145010,KAMEHACHI,06/02/2020,05/31/2021,1531 N WELLS ST,41.910080242,-87.634529769
633,1145011,Dunkin Donuts,10/07/2020,05/31/2021,201 W MADISON ST,41.881835466,-87.633897389
634,1145018,ROCKS NORTHCENTER,06/25/2020,05/31/2021,4138-4142 N LINCOLN AVE,41.956920254,-87.680860721
635,1145019,PINT,08/07/2020,05/31/2021,1547-49 N MILWAUKEE AVE,41.909708169,-87.676193676
636,1145021,NAVIGATOR TAPROOM,07/08/2020,05/31/2021,2211 N MILWAUKEE AVE,41.921076158000005,-87.694137859
637,1145022,INTERCONTINENTAL HOTEL CHICAGO,06/18/2020,05/31/2021,505 N MICHIGAN AVE,41.891120593000004,-87.623988704
638,1145027,BAYAN KO,06/26/2020,05/31/2021,1810 W MONTROSE AVE,41.961619281,-87.675028822
639,1145029,MOTI CAFE,07/06/2020,05/31/2021,70 W HURON ST,41.894948109,-87.630865947
640,1145030,PAISANS PIZZERIA AND BAR CLARK,10/15/2020,05/31/2021,700 S CLARK ST,41.873310733000004,-87.63078781600001
641,1145074,CAFE SUSHI-WELLS,06/17/2020,05/31/2021,1342 N WELLS ST,41.906926209,-87.63472978200001
642,1145107,CAPITAL ONE - CAFE,09/04/2020,05/31/2021,3435 N SOUTHPORT AVE,41.944442826999996,-87.663798247
643,1145108,BILLY SUNDAY,06/09/2020,05/31/2021,3143 W LOGAN BLVD,41.927863043,-87.706605015
644,1145110,TUTTO ITALIANO,08/26/2020,05/31/2021,501 S WELLS ST,41.875537195,-87.633510218
