,PERMIT NUMBER,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,LOCATION
603,1144950,POTBELLY SANDWICH SHOP,11/04/2020,05/31/2021,1018 S CANAL ST,CHICAGO,IL,60607.0,41.869137223,-87.63940174700001,"(41.869137222550215, -87.63940174679801)"
604,1144951,STAN'S DONUTS & COFFEE,05/29/2020,05/31/2021,3300 N BROADWAY,CHICAGO,IL,60657.0,41.941883022,-87.644605003,"(41.94188302202727, -87.64460500300291)"
605,1144952,Sputnik Coffee Company,07/27/2020,05/31/2021,2057 W 51ST ST,CHICAGO,,60609.0,41.801095035,-87.67679502799999,"(41.80109503476683, -87.67679502787809)"
606,1144953,9 MUSES BAR & GRILL,07/07/2020,05/31/2021,315 S HALSTED ST,CHICAGO,IL,60661.0,41.877346048,-87.647075981,"(41.877346048439314, -87.64707598114904)"
607,1144954,HOPS AND BARLEY,06/17/2020,05/31/2021,4359-61 N MILWAUKEE AVE,CHICAGO,IL,60641.0,41.960360187,-87.754066274,"(41.96036018734975, -87.75406627395743)"
608,1144955,FOUNDATION BAR AND GRILL,06/23/2020,05/31/2021,5007-5009 W IRVING PARK RD,CHICAGO,,60641.0,41.9532425,-87.752531985,"(41.95324249980824, -87.75253198482571)"
609,1144956,FLO,06/01/2020,05/31/2021,1434 W CHICAGO AVE,CHICAGO,IL,,41.896237318000004,-87.663806719,"(41.89623731823958, -87.66380671932018)"
610,1144957,MASON/BLIND DRAGON,08/19/2020,05/31/2021,611-613 N WELLS ST,CHICAGO,,60654.0,41.892790446999996,-87.633953583,"(41.89279044658767, -87.63395358331424)"
611,1144959,THE STOPALONG,06/23/2020,05/31/2021,1812 N MILWAUKEE AVE,CHICAGO,,60647.0,41.914261446,-87.683686046,"(41.914261446310334, -87.68368604555803)"
612,1144960,5077 KIKO MEAT MARKET,07/16/2020,05/31/2021,5077 N LINCOLN AVE,CHICAGO,IL,60625.0,41.973871588,-87.69178983799999,"(41.97387158789304, -87.69178983828716)"
613,1144963,KITSCH'N ON ROSCOE,07/15/2020,05/31/2021,2005 W ROSCOE ST,CHICAGO,IL,60618.0,41.943104564,-87.678678852,"(41.94310456354472, -87.67867885196078)"
614,1144964,VOLO RESTAURANT,07/15/2020,05/31/2021,2008 W ROSCOE ST,CHICAGO,IL,60618.0,41.943322631,-87.67884909700001,"(41.94332263059663, -87.67884909733532)"
615,1144981,TURKITCH,10/08/2020,05/31/2021,565 W DIVERSEY PKWY,CHICAGO,,60614.0,41.932717361,-87.64356390399999,"(41.93271736139288, -87.64356390436757)"
616,1144982,STAN'S DONUTS AND COFFEE,05/29/2020,05/31/2021,181 N MICHIGAN AVE,CHICAGO,,60601.0,41.885259778000005,-87.62434106100001,"(41.88525977774419, -87.62434106061787)"
617,1144983,THE RED LION LINCOLN SQUARE,07/31/2020,05/31/2021,4749-4753 N ROCKWELL ST,CHICAGO,IL,,41.968154221,-87.69363812600001,"(41.96815422075822, -87.69363812631346)"
618,1144984,THE PIZZA CORNER,08/07/2020,05/31/2021,6322 N BROADWAY,CHICAGO,,60660.0,41.997080653000005,-87.660616494,"(41.99708065301259, -87.66061649418074)"
619,1144985,IL VICINATO INC,09/18/2020,05/31/2021,2435 S WESTERN AVE,CHICAGO,IL,60608.0,41.847385063000004,-87.685363435,"(41.847385062646644, -87.68536343468041)"
620,1144986,KINZIE ST. CHOP HOUSE,09/02/2020,05/31/2021,400 N WELLS ST,CHICAGO,IL,60610.0,41.889198021999995,-87.634157297,"(41.889198021770845, -87.63415729667513)"
621,1144988,BLACK SHEEP,06/18/2020,05/31/2021,2535-37 W PETERSON AVE,CHICAGO,IL,60659.0,41.990365689,-87.69353290000001,"(41.9903656885798, -87.69353289993734)"
622,1144989,HAWKEYE'S BAR & GRILL INC,06/03/2020,05/31/2021,1458 W TAYLOR ST,CHICAGO,IL,,41.869411103000004,-87.66401783399999,"(41.869411103369174, -87.66401783425155)"
623,1144992,BAR TAKITO,12/23/2020,05/31/2021,952 W LAKE ST,CHICAGO,IL,60607.0,41.885699219,-87.65184383100001,"(41.88569921913806, -87.65184383069963)"
624,1144993,Mama Delia & Bordel,07/10/2020,05/31/2021,1721 W DIVISION ST,CHICAGO,IL,60622.0,41.903180986,-87.670876338,"(41.903180986329666, -87.67087633768513)"
625,1144998,DOLLOP COFFEE CO.,07/07/2020,05/31/2021,643 N WELLS ST,CHICAGO,,60654.0,41.893735355,-87.63397876,"(41.893735355324324, -87.63397876044762)"
626,1144999,GYRO EATS INC.,06/17/2020,05/31/2021,4300 N MILWAUKEE AVE,CHICAGO,,60641.0,41.958816819,-87.75308175200001,"(41.95881681925547, -87.75308175224446)"
627,1145000,THE OLD PLANK,06/01/2020,05/31/2021,2700 N MILWAUKEE AVE,CHICAGO,,60647.0,41.930190941999996,-87.70947505,"(41.930190942014534, -87.70947504959446)"
628,1145001,RED STAR LIQUORS,06/01/2020,05/31/2021,2725-2727 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.93078709,-87.70998753399999,"(41.93078708970233, -87.70998753402094)"
629,1145002,THE HARDING TAVERN,06/01/2020,05/31/2021,2732 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.930721998,-87.710345481,"(41.9307219977604, -87.7103454809135)"
630,1145004,SABA ITALIAN BAR & KITCHEN,09/03/2020,05/31/2021,2715 N MILWAUKEE AVE,CHICAGO,,60647.0,41.930605133,-87.709689368,"(41.930605133145264, -87.70968936811575)"
631,1145006,CAFE CON LECHE D' NOCHE,07/07/2020,05/31/2021,2710-2714 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.930392308,-87.709805175,"(41.930392307909585, -87.70980517549702)"
632,1145010,KAMEHACHI,06/02/2020,05/31/2021,1531 N WELLS ST,CHICAGO,IL,,41.910080242,-87.634529769,"(41.91008024220972, -87.63452976939911)"
633,1145011,Dunkin Donuts,10/07/2020,05/31/2021,201 W MADISON ST,CHICAGO,,60606.0,41.881835466,-87.633897389,"(41.88183546590967, -87.63389738860116)"
634,1145018,ROCKS NORTHCENTER,06/25/2020,05/31/2021,4138-4142 N LINCOLN AVE,CHICAGO,IL,60618.0,41.956920254,-87.680860721,"(41.95692025391941, -87.68086072097182)"
635,1145019,PINT,08/07/2020,05/31/2021,1547-49 N MILWAUKEE AVE,CHICAGO,IL,60622.0,41.909708169,-87.676193676,"(41.90970816907281, -87.67619367559715)"
636,1145021,NAVIGATOR TAPROOM,07/08/2020,05/31/2021,2211 N MILWAUKEE AVE,CHICAGO,,60647.0,41.921076158000005,-87.694137859,"(41.921076157561416, -87.69413785909323)"
637,1145022,INTERCONTINENTAL HOTEL CHICAGO,06/18/2020,05/31/2021,505 N MICHIGAN AVE,CHICAGO,IL,60611.0,41.891120593000004,-87.623988704,"(41.891120593048875, -87.62398870432278)"
638,1145027,BAYAN KO,06/26/2020,05/31/2021,1810 W MONTROSE AVE,CHICAGO,,60613.0,41.961619281,-87.675028822,"(41.961619281289565, -87.67502882185283)"
639,1145029,MOTI CAFE,07/06/2020,05/31/2021,70 W HURON ST,CHICAGO,,60654.0,41.894948109,-87.630865947,"(41.89494810890984, -87.63086594706665)"
640,1145030,PAISANS PIZZERIA AND BAR CLARK,10/15/2020,05/31/2021,700 S CLARK ST,CHICAGO,,60605.0,41.873310733000004,-87.63078781600001,"(41.87331073325086, -87.63078781601038)"
641,1145074,CAFE SUSHI-WELLS,06/17/2020,05/31/2021,1342 N WELLS ST,CHICAGO,IL,60610.0,41.906926209,-87.63472978200001,"(41.906926209071756, -87.63472978194264)"
642,1145107,CAPITAL ONE - CAFE,09/04/2020,05/31/2021,3435 N SOUTHPORT AVE,CHICAGO,,60657.0,41.944442826999996,-87.663798247,"(41.94444282691601, -87.66379824747007)"
643,1145108,BILLY SUNDAY,06/09/2020,05/31/2021,3143 W LOGAN BLVD,CHICAGO,IL,60647.0,41.927863043,-87.706605015,"(41.92786304343622, -87.70660501506578)"
644,1145110,TUTTO ITALIANO,08/26/2020,05/31/2021,501 S WELLS ST,CHICAGO,IL,60607.0,41.875537195,-87.633510218,"(41.87553719537306, -87.6335102177828)"
645,1145111,RUNA JAPANESE,08/26/2020,05/31/2021,2257 W NORTH AVE,CHICAGO,IL,60647.0,41.910249567,-87.68463448700001,"(41.91024956670776, -87.68463448701652)"
646,1145112,SAL'S TRATTORIA,06/04/2020,05/31/2021,2834 N SOUTHPORT AVE,CHICAGO,IL,60657.0,41.933491345,-87.66374359299999,"(41.933491344933415, -87.66374359346061)"
647,1145119,BLUE AGAVE TEQUILA BAR & RESTAURANT,08/26/2020,05/31/2021,579 W KINZIE ST,CHICAGO,IL,60654.0,41.888939826,-87.64279888799999,"(41.88893982614996, -87.64279888763235)"
648,1145141,CORTLAND'S GARAGE,06/04/2020,05/31/2021,1645 W CORTLAND ST,CHICAGO,IL,60622.0,41.915974565999996,-87.66962157200001,"(41.91597456632108, -87.66962157196225)"
649,1145142,A. J. HUDSON' S PUBLIC HOUSE,07/06/2020,05/31/2021,3801-3805 N ASHLAND AVE,CHICAGO,IL,60613.0,41.950735169,-87.66881290100001,"(41.950735168842144, -87.66881290118066)"
650,1145143,RABBIT HOLE,06/09/2020,05/31/2021,1208 N WELLS ST,CHICAGO,IL,60610.0,41.904150703,-87.63463644,"(41.90415070255982, -87.63463643971943)"
651,1145200,CHICAGO JOE'S,06/15/2020,05/31/2021,2252-56 W IRVING PARK RD,CHICAGO,IL,60618.0,41.954163105,-87.685732034,"(41.954163104720365, -87.68573203361375)"
652,1145201,"CAFE UMBRIA, INC.",07/16/2020,05/31/2021,2535 W ARMITAGE AVE,CHICAGO,,60647.0,41.917431884,-87.691271681,"(41.9174318836819, -87.69127168083043)"
653,1145203,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,3334 N SOUTHPORT AVE,CHICAGO,,60657.0,41.942610918,-87.664042041,"(41.94261091789817, -87.66404204131028)"
654,1145204,BRANDO'S,06/05/2020,05/31/2021,338 S PLYMOUTH CT,CHICAGO,IL,60604.0,41.877121247,-87.628866569,"(41.877121247275554, -87.62886656853784)"
655,1145205,BRANDO'S,06/05/2020,05/31/2021,343 S DEARBORN ST,CHICAGO,IL,60604.0,41.877146786,-87.62912123299999,"(41.877146786216336, -87.62912123316899)"
656,1145206,FARM BAR LAKEVIEW,06/15/2020,05/31/2021,1300 W WELLINGTON AVE,CHICAGO,IL,60657.0,41.93626672,-87.661379645,"(41.93626672027453, -87.66137964487525)"
657,1145209,FRANCESCA'S BRYN MAWR,06/09/2020,05/31/2021,1039 W BRYN MAWR AVE,CHICAGO,IL,60660.0,41.983571231,-87.65675393,"(41.98357123084218, -87.6567539303426)"
658,1145210,SAME SAME,06/01/2020,05/31/2021,2022 W ROSCOE ST,CHICAGO,,60618.0,41.943316390999996,-87.679433195,"(41.943316391093994, -87.67943319466616)"
659,1145218,PARLOR PIZZA BAR,06/02/2020,05/31/2021,1824-1826 W DIVISION ST,CHICAGO,IL,60622.0,41.90335951,-87.67339733799999,"(41.90335951000414, -87.67339733788289)"
660,1145219,UVA KITCHEN AND WINE BAR,06/03/2020,05/31/2021,5553 N CLARK ST,CHICAGO,,60640.0,41.983279492,-87.66856310700001,"(41.98327949189041, -87.66856310731372)"
661,1145224,FLACO'S TACOS,07/06/2020,05/31/2021,46 E CHICAGO AVE,CHICAGO,IL,60611.0,41.896811306,-87.62644880299999,"(41.89681130646016, -87.6264488028737)"
662,1145225,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,401 N WELLS ST,CHICAGO,,60654.0,41.889215222,-87.633864401,"(41.889215221756814, -87.63386440081949)"
663,1145227,Theory Sports Div Lounge,06/09/2020,05/31/2021,9 W HUBBARD ST,CHICAGO,IL,60654.0,41.889949311,-87.628373571,"(41.889949310620324, -87.62837357133523)"
664,1145228,"CAFFE UMBRIA, INC.",07/15/2020,05/31/2021,346 N CLARK ST,CHICAGO,IL,60654.0,41.888742941,-87.631196181,"(41.88874294130651, -87.63119618117902)"
665,1145231,DUNKIN DOUNUTS / BASKIN ROBINS,06/11/2020,05/31/2021,75 E WASHINGTON ST,CHICAGO,IL,60602.0,41.883115221,-87.625172509,"(41.883115221384855, -87.62517250873418)"
666,1145233,WELLS STREET MARKET,09/29/2020,05/31/2021,205 W WACKER DR,CHICAGO,,60606.0,41.886707304,-87.634150393,"(41.886707304096035, -87.63415039321221)"
667,1145234,PROXI,06/04/2020,05/31/2021,565 W RANDOLPH ST,CHICAGO,,60661.0,41.88432406,-87.64239826200001,"(41.88432406015637, -87.64239826176153)"
668,1145236,AVLI  RIVER NORTH,06/05/2020,05/31/2021,700-702 N WELLS ST,CHICAGO,,60654.0,41.894830492,-87.634300539,"(41.89483049188808, -87.63430053853016)"
669,1145275,GREEK ISLANDS RESTAURANT,06/22/2020,05/31/2021,200 S HALSTED ST,CHICAGO,IL,60661.0,41.879183093,-87.647426234,"(41.87918309269135, -87.64742623446782)"
670,1145276,Vinny D's,06/29/2020,05/31/2021,1709 W DIVISION ST,CHICAGO,IL,60622.0,41.903188843,-87.670398345,"(41.90318884287691, -87.67039834512866)"
671,1145277,CHEZ MOI,07/10/2020,05/31/2021,2100 N HALSTED ST,CHICAGO,IL,60614.0,41.920082191,-87.648724715,"(41.92008219079211, -87.6487247147394)"
672,1145280,A TASTE OF HEAVEN,07/08/2020,05/31/2021,5401 N CLARK ST,CHICAGO,IL,60640.0,41.979895356,-87.668135643,"(41.9798953557881, -87.66813564252394)"
673,1145281,BROADWAY CELLARS,06/10/2020,05/31/2021,5900 N BROADWAY,CHICAGO,IL,60660.0,41.989107718,-87.660387275,"(41.98910771764999, -87.660387275496)"
674,1145282,NANA / AJO,06/11/2020,05/31/2021,3267 S HALSTED ST,CHICAGO,IL,60608.0,41.834421877,-87.64604730399999,"(41.83442187728667, -87.64604730385813)"
675,1145283,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,1722 W DIVISION ST,CHICAGO,,60622.0,41.90339795,-87.671030628,"(41.90339795037629, -87.67103062839013)"
676,1145284,STARBUCKS COFFEE #2445,05/22/2020,05/31/2021,1052-70 W BRYN MAWR AVE,CHICAGO,IL,60660.0,41.98378038,-87.657310954,"(41.9837803795335, -87.65731095408496)"
677,1145285,COBBLESTONE,06/10/2020,05/31/2021,4337 N LINCOLN AVE,CHICAGO,IL,60618.0,41.960573237,-87.683096373,"(41.96057323674521, -87.6830963733796)"
678,1145291,CAFE EL TAPATIO,06/09/2020,05/31/2021,3400-3402 N ASHLAND AVE,CHICAGO,IL,60657.0,41.943432313,-87.668912756,"(41.943432313397565, -87.66891275635102)"
679,1145296,The Grafton Pub & Grill,07/22/2020,05/31/2021,4530 N LINCOLN AVE,CHICAGO,IL,60625.0,41.963953232,-87.685663325,"(41.96395323202934, -87.68566332514946)"
680,1145316,ALOFT CHICAGO MAG MILE,06/18/2020,05/31/2021,243 E ONTARIO ST,CHICAGO,,60611.0,41.893270263000005,-87.62156654799999,"(41.89327026295604, -87.62156654757308)"
681,1145319,TRYZUB RESTAURANT,06/18/2020,05/31/2021,2201 W CHICAGO AVE,CHICAGO,IL,60622.0,41.895715043,-87.682067929,"(41.89571504250543, -87.6820679286672)"
682,1145320,CARIBELLA,06/18/2020,05/31/2021,3311 W FULLERTON AVE,CHICAGO,,60647.0,41.924564286999995,-87.71106462799999,"(41.92456428740769, -87.71106462837874)"
683,1145322,THE BANDIT,06/23/2020,05/31/2021,841 W RANDOLPH ST,CHICAGO,,60607.0,41.884271229,-87.649008724,"(41.88427122892852, -87.6490087243122)"
684,1145326,AVLI TAVERNA,07/17/2020,05/31/2021,1335 W WRIGHTWOOD AVE,CHICAGO,,60614.0,41.928756054000004,-87.662371472,"(41.92875605419546, -87.66237147194119)"
685,1145327,LOLAS CONEY ISLAND LLC,06/23/2020,05/31/2021,2858 W CHICAGO AVE,CHICAGO,,60622.0,41.895746584,-87.69910280399999,"(41.89574658400031, -87.69910280356912)"
686,1145328,STARBUCKS COFFEE #2514,06/24/2020,05/31/2021,3045 N GREENVIEW AVE,CHICAGO,IL,60657.0,41.937513752,-87.666019096,"(41.93751375164846, -87.66601909618618)"
687,1145355,MAISON MARCEL,06/26/2020,05/31/2021,3114 N BROADWAY,CHICAGO,IL,60657.0,41.938117063,-87.64448281799999,"(41.93811706325153, -87.64448281820779)"
688,1145364,EL BARCO RESTAURANT,09/18/2020,05/31/2021,1035 N ASHLAND AVE,CHICAGO,IL,,41.900640695999996,-87.667271409,"(41.90064069569674, -87.66727140888604)"
689,1145365,VAUGHANS PUB,12/14/2020,05/31/2021,5485 N NORTHWEST HWY,CHICAGO,IL,60630.0,41.980469496,-87.777630621,"(41.98046949592434, -87.77763062118801)"
690,1145366,CITY NEWS,06/19/2020,05/31/2021,4018 N CICERO AVE,CHICAGO,IL,60641.0,41.953997999,-87.74746352,"(41.953997998664995, -87.74746352030205)"
691,1145367,SANTORINI,07/06/2020,05/31/2021,138 S HALSTED ST,CHICAGO,IL,60661.0,41.879277914,-87.647429296,"(41.87927791388022, -87.64742929608974)"
692,1145369,Weather Mark Tavern,07/23/2020,05/31/2021,1503 S MICHIGAN AVE,CHICAGO,IL,60605.0,41.861831106,-87.62387913,"(41.86183110633302, -87.62387912993134)"
693,1145370,SULLY'S HOUSE,08/18/2020,05/31/2021,1501 N DAYTON ST,CHICAGO,IL,60642.0,41.908619727,-87.649294571,"(41.90861972732258, -87.64929457094323)"
694,1145372,TORTELLO,06/24/2020,05/31/2021,1746 W DIVISION ST,CHICAGO,,60622.0,41.903384646999996,-87.671885899,"(41.90338464659639, -87.67188589890978)"
695,1145374,CRUZ BLANCA AND LENA BRAVA,06/18/2020,05/31/2021,900-906 W RANDOLPH ST,CHICAGO,IL,60607.0,41.884476187,-87.649832934,"(41.88447618683702, -87.64983293409142)"
696,1145376,THE MATCHBOX,06/25/2020,05/31/2021,770 N MILWAUKEE AVE,CHICAGO,IL,60642.0,41.895796244,-87.654953596,"(41.89579624448361, -87.65495359564429)"
697,1145378,HUB'S GYROS II INC,06/23/2020,05/31/2021,5540 N LINCOLN AVE,CHICAGO,IL,60625.0,41.982229793,-87.69383949700001,"(41.98222979264743, -87.69383949704255)"
698,1145384,KUMA'S CORNER,07/29/2020,05/31/2021,854-856 W FULTON MARKET,CHICAGO,IL,60607.0,41.886878841,-87.649697253,"(41.88687884128287, -87.64969725329456)"
699,1145402,NIU B,07/10/2020,05/31/2021,888 S MICHIGAN AVE,CHICAGO,IL,60605.0,41.870775489,-87.624292703,"(41.87077548860578, -87.62429270294257)"
700,1145403,Gannon's Pub,07/17/2020,05/31/2021,4264 N LINCOLN AVE,CHICAGO,IL,60618.0,41.959479803,-87.68265873200001,"(41.95947980300583, -87.68265873225349)"
701,1145408,SUSHI DOKKU,06/24/2020,05/31/2021,823 W RANDOLPH ST,CHICAGO,IL,60607.0,41.884280843,-87.64845424,"(41.884280843147536, -87.64845423958646)"
702,1145409,VIRTUE,07/31/2020,05/31/2021,1460-1466 E 53RD ST,CHICAGO,IL,60615.0,41.79965126,-87.589403286,"(41.7996512604028, -87.58940328555822)"
703,1145411,SUTHERLAND'S,07/15/2020,05/31/2021,5353 W IRVING PARK RD,CHICAGO,IL,60641.0,41.953139478000004,-87.76171933399999,"(41.95313947805806, -87.76171933389249)"
704,1145414,HOUNDSTOOTH SALOON,07/02/2020,05/31/2021,3369 N CLARK ST,CHICAGO,IL,60657.0,41.943561114,-87.653432264,"(41.94356111424501, -87.65343226447796)"
705,1145416,DUNKIN DONUTS BASKIN ROBBINS TOGO'S,07/14/2020,05/31/2021,200 E OHIO ST,CHICAGO,IL,60611.0,41.892671291,-87.622572202,"(41.89267129068561, -87.62257220248128)"
706,1145425,BUONA,06/18/2020,05/31/2021,613 - 617 N MCCLURG CT,CHICAGO,,60611.0,41.893119147,-87.617582502,"(41.893119147361546, -87.6175825016648)"
707,1145426,Intelligentsia Coffee & Tea,08/28/2020,05/31/2021,53 E RANDOLPH ST,CHICAGO,IL,60601.0,41.884387319,-87.625935647,"(41.884387318760176, -87.62593564654168)"
708,1145427,ASADITO TAQUERIA/WOK N BAO,07/22/2020,05/31/2021,540 W MADISON ST,CHICAGO,,60661.0,41.881966449000004,-87.641275825,"(41.8819664487557, -87.64127582547708)"
709,1145428,ERIE CAFE,06/22/2020,05/31/2021,536 W ERIE ST,CHICAGO,IL,60610.0,41.893991884,-87.64284994799999,"(41.893991883800915, -87.64284994769713)"
710,1145430,STREETERS TAVERN,09/08/2020,05/31/2021,48-50 E CHICAGO AVE,CHICAGO,IL,60611.0,41.89681265,-87.626363375,"(41.89681264961122, -87.62636337526784)"
711,1145432,THE ROW TAVERN,06/24/2020,05/31/2021,17 N WABASH AVE,CHICAGO,,60602.0,41.882481426999995,-87.626076827,"(41.88248142730001, -87.62607682690941)"
712,1145433,OSTERIA DEL PASTAIO,07/30/2020,05/31/2021,111 E CHESTNUT ST,CHICAGO,IL,60611.0,41.898261619,-87.62516469200001,"(41.89826161908875, -87.62516469194003)"
713,1145434,TRADITION,07/09/2020,05/31/2021,160 N FRANKLIN ST,CHICAGO,IL,60606.0,41.88480929,-87.635535835,"(41.8848092897636, -87.63553583472795)"
714,1145437,MAGNOLIA BAKERY,06/25/2020,05/31/2021,108 N STATE ST,CHICAGO,IL,60602.0,41.883422636999995,-87.628021652,"(41.88342263701488, -87.62802165207536)"
715,1145439,ARTURO EXPRESS,07/31/2020,05/31/2021,130 S CANAL ST,CHICAGO,IL,,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)"
716,1145443,NIU,12/02/2020,05/31/2021,332 E ILLINOIS ST,CHICAGO,IL,60611.0,41.891139736,-87.61880637200001,"(41.8911397362657, -87.6188063715662)"
717,1145444,PITTSFIELD CAFE,06/24/2020,05/31/2021,55 E WASHINGTON ST,CHICAGO,,60602.0,41.883111686999996,-87.625850989,"(41.88311168664746, -87.62585098919836)"
718,1145445,KANELA BREAKFAST CLUB,07/30/2020,05/31/2021,502 E ILLINOIS ST,CHICAGO,IL,60611.0,41.89120951,-87.61503577299999,"(41.89120951041896, -87.61503577319365)"
719,1145447,BARRIO / BODEGA,06/26/2020,05/31/2021,65 W KINZIE ST,CHICAGO,IL,60654.0,41.889109128,-87.630540629,"(41.8891091281777, -87.6305406286297)"
720,1145449,O'CALLAGHAN'S,08/19/2020,05/31/2021,29 W HUBBARD ST,CHICAGO,IL,60610.0,41.889937519,-87.629092175,"(41.889937518511736, -87.62909217502623)"
721,1145450,IMPERIAL LAMIAN,06/25/2020,05/31/2021,6 W HUBBARD ST,CHICAGO,IL,60654.0,41.890170918,-87.62824385200001,"(41.89017091785458, -87.62824385227027)"
722,1145451,ARTANGO BAR AND STEAKHOUSE,09/29/2020,05/31/2021,4767 N LINCOLN AVE,CHICAGO,IL,60625.0,41.968405328,-87.688271821,"(41.96840532791772, -87.68827182075509)"
723,1145452,THE SHAMROCK CLUB,06/19/2020,05/31/2021,210 W KINZIE ST,CHICAGO,IL,60610.0,41.889270361,-87.63450598600001,"(41.88927036095621, -87.63450598645791)"
724,1145453,CLUB LAGO,07/07/2020,05/31/2021,331 W SUPERIOR ST,CHICAGO,IL,60654.0,41.895445259,-87.63707141200001,"(41.89544525871272, -87.63707141187533)"
725,1145454,BEGGAR'S PIZZA,07/09/2020,05/31/2021,310 S CLINTON ST,CHICAGO,IL,60661.0,41.877658739,-87.64120017799999,"(41.87765873888189, -87.64120017764102)"
726,1145455,SIENA TAVERN,08/20/2020,05/31/2021,51 W KINZIE ST,CHICAGO,IL,60654.0,41.889118078,-87.629923303,"(41.88911807836364, -87.62992330278485)"
727,1145456,Rewired Cafe,06/26/2020,05/31/2021,1107 W BERWYN AVE,CHICAGO,,60640.0,41.978062148,-87.658205522,"(41.97806214845714, -87.65820552187341)"
728,1145458,EVERYBODY'S COFFEE,08/05/2020,05/31/2021,935-937 W WILSON AVE,CHICAGO,IL,60640.0,41.96533475,-87.65377547,"(41.96533475021083, -87.65377546985945)"
729,1145460,PUBLIC HOUSE,07/22/2020,05/31/2021,400 N STATE ST,CHICAGO,IL,60654.0,41.889318711,-87.628152668,"(41.88931871105875, -87.62815266789968)"
730,1145463,XOCO,07/29/2020,05/31/2021,65 W ILLINOIS ST,CHICAGO,IL,60654.0,41.890718883000005,-87.630586576,"(41.89071888319747, -87.63058657588671)"
731,1145464,FRONTERA GRILL/TOPOLOBAMPO/BAR SOTANO,07/29/2020,05/31/2021,443-447 N CLARK ST,CHICAGO,IL,60654.0,41.8904973,-87.630949205,"(41.89049729980384, -87.6309492051983)"
732,1145466,SEA & OLIVE,06/19/2020,05/31/2021,1938-1940 W DIVISION ST,CHICAGO,,60622.0,41.903314441,-87.676416719,"(41.90331444109649, -87.6764167191003)"
733,1145468,HAVANA GRILL,07/31/2020,05/31/2021,412 N CLARK ST,CHICAGO,IL,60654.0,41.889687277,-87.63121909799999,"(41.88968727651981, -87.6312190981202)"
734,1145469,EGG-O-HOLIC,06/24/2020,05/31/2021,833 W CHICAGO AVE,CHICAGO,,60642.0,41.89626551,-87.648961925,"(41.89626550998868, -87.6489619254971)"
735,1145470,NOHEA CAFE,07/02/2020,05/31/2021,1312 W MADISON ST,CHICAGO,,60607.0,41.881673022,-87.66030288,"(41.88167302226169, -87.66030287992851)"
736,1145471,ANNA PURANA FAST FOOD,06/19/2020,05/31/2021,2600 W DEVON AVE,CHICAGO,,60659.0,41.997754789,-87.69482972200001,"(41.99775478924851, -87.69482972221137)"
737,1145473,KLEIN'S BAKERY & CAFE II,06/23/2020,05/31/2021,424-26 W DIVERSEY PKWY,CHICAGO,,60614.0,41.933000987,-87.64033768600001,"(41.93300098709317, -87.64033768594203)"
738,1145475,SUN WAH BAR-B-Q INC CO,06/23/2020,05/31/2021,5039-5043 N BROADWAY,CHICAGO,,60640.0,41.973850289,-87.659653582,"(41.97385028949588, -87.65965358195697)"
739,1145476,CUBA 312,07/22/2020,05/31/2021,2054 W ROSCOE ST,CHICAGO,IL,60618.0,41.94330118,-87.680650793,"(41.943301180423724, -87.68065079277602)"
740,1145478,NESH MEDITERRANEAN GRILL,06/25/2020,05/31/2021,205 W MONROE ST,CHICAGO,,60606.0,41.880547898,-87.633980667,"(41.880547897806615, -87.63398066695044)"
741,1145479,LAS TABLAS ON LINCOLN,06/22/2020,05/31/2021,2942-44 N LINCOLN AVE,CHICAGO,IL,60657.0,41.935230472,-87.662661916,"(41.93523047183199, -87.66266191648539)"
742,1145480,PAN ARTESANAL,06/19/2020,05/31/2021,3724 W FULLERTON AVE,CHICAGO,,60647.0,41.924670252,-87.720444964,"(41.92467025197142, -87.72044496440567)"
743,1145482,EDGEWATER MEXICAN CAFE,07/17/2020,05/31/2021,1055 W BRYN MAWR AVE,CHICAGO,,60660.0,41.983559426,-87.657382024,"(41.9835594257736, -87.65738202407279)"
744,1145483,AUGIE'S,07/08/2020,05/31/2021,1721 W WRIGHTWOOD AVE,CHICAGO,IL,60614.0,41.928624995,-87.67161450299999,"(41.92862499471828, -87.67161450321166)"
745,1145484,ELEVEN CITY DINER,07/06/2020,05/31/2021,1112 S WABASH AVE,CHICAGO,IL,,41.868834105,-87.62600895,"(41.868834104881586, -87.62600895041179)"
746,1145485,THE BAD APPLE,06/24/2020,05/31/2021,4300-4304 N LINCOLN AVE,CHICAGO,,60618.0,41.959569988,-87.682722308,"(41.959569988122, -87.68272230750601)"
747,1145488,PLUM MARKET/INTELLIGENTSIA,06/25/2020,05/31/2021,1233 N WELLS ST,CHICAGO,IL,60610.0,41.904896822,-87.63436941799999,"(41.904896822179, -87.63436941846913)"
