,PERMIT NUMBER,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,LOCATION
460,1144583,MOE'S CANTINA,06/23/2020,05/31/2021,149-155 W KINZIE ST,CHICAGO,IL,60654.0,41.889072838000004,-87.632950467,"(41.88907283800213, -87.6329504665191)"
461,1144762,EL HEFE,07/22/2020,05/31/2021,15 W HUBBARD ST,CHICAGO,IL,60654.0,41.889946197,-87.62858930600001,"(41.889946196683894, -87.62858930629194)"
462,1144584,OLD CROW SMOKEHOUSE/ TUNNEL/CHEN'S CHINESE & CUISINE,06/23/2020,05/31/2021,149-51 W KINZIE ST,CHICAGO,IL,60654.0,41.889072838000004,-87.632950467,"(41.88907283800213, -87.6329504665191)"
463,1144585,POTBELLY SANDWICH WORKS # 114,11/04/2020,05/31/2021,4709 N LINCOLN AVE,CHICAGO,IL,60625.0,41.966852685999996,-87.68730910200001,"(41.96685268567701, -87.68730910211042)"
464,1144588,CHANT,06/04/2020,05/31/2021,1509 E 53RD ST,CHICAGO,IL,60615.0,41.799436696,-87.588731257,"(41.799436696478615, -87.58873125741623)"
465,1144589,NOODLES ETC,06/11/2020,05/31/2021,1333 E 57TH ST,CHICAGO,IL,60637.0,41.791367617,-87.59345688299999,"(41.79136761733113, -87.5934568825423)"
466,1144614,MACY'S,07/31/2020,05/31/2021,111 N STATE ST,CHICAGO,IL,60602.0,41.883473122,-87.62772975,"(41.88347312241303, -87.62772975002918)"
467,1144615,GREEN STREET LOCAL,05/22/2020,05/31/2021,130 S GREEN ST,CHICAGO,IL,60607.0,41.879500766999996,-87.648608118,"(41.87950076686327, -87.64860811802541)"
468,1144616,WEBER GRILL RESTAURANT,06/16/2020,05/31/2021,539 N STATE ST,CHICAGO,IL,60610.0,41.892001133,-87.62792896200001,"(41.89200113345684, -87.62792896173619)"
469,1144617,Boca Loca Cantina,07/27/2020,05/31/2021,416 W ONTARIO ST,CHICAGO,IL,60654.0,41.893228984000004,-87.63930513,"(41.89322898385349, -87.63930512981067)"
470,1144618,N,07/28/2020,05/31/2021,2977 N ELSTON AVE,CHICAGO,IL,,41.935613511,-87.69260311200001,"(41.935613510572914, -87.692603112342)"
471,1144619,MIKU SUSHI,06/09/2020,05/31/2021,4514 N LINCOLN AVE,CHICAGO,IL,60625.0,41.963566361,-87.685411019,"(41.96356636055964, -87.68541101898334)"
472,1144620,RENALDI's PIZZA,06/18/2020,05/31/2021,2827-2831 N BROADWAY,CHICAGO,IL,60657.0,41.933535705,-87.644542927,"(41.933535705306504, -87.64454292702328)"
473,1144624,TGI FRIDAY'S,07/06/2020,05/31/2021,153 E ERIE ST,CHICAGO,IL,60611.0,41.894042358,-87.623385155,"(41.89404235828321, -87.62338515545798)"
474,1144625,LAND AND LAKE KITCHEN,06/02/2020,05/31/2021,81 E WACKER DR,CHICAGO,IL,60601.0,41.888019856,-87.62525567600001,"(41.88801985580601, -87.6252556757758)"
475,1144637,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,200 S MICHIGAN AVE,CHICAGO,IL,60604.0,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)"
476,1144638,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,277 E ONTARIO ST,CHICAGO,IL,60611.0,41.893286702,-87.62073603799999,"(41.89328670170699, -87.62073603767028)"
477,1144640,PROTEIN BAR,06/11/2020,05/31/2021,352 N CLARK ST,CHICAGO,IL,60654.0,41.888958604,-87.63120053600001,"(41.88895860442257, -87.63120053588167)"
478,1144642,PROTEIN BAR,06/18/2020,05/31/2021,151 N MICHIGAN AVE,CHICAGO,IL,60601.0,41.884540111,-87.624308522,"(41.88454011059238, -87.62430852246028)"
479,1144645,COFFEE & TEA EXCHANGE,06/16/2020,05/31/2021,3311 N BROADWAY,CHICAGO,IL,60657.0,41.942258246,-87.644320975,"(41.94225824560021, -87.64432097511282)"
480,1144646,FANNIE MAY CONFECTIONS #152,07/08/2020,05/31/2021,343 N MICHIGAN AVE,CHICAGO,,60601.0,41.887750299000004,-87.624410868,"(41.88775029855391, -87.62441086782081)"
481,1144647,MILK & HONEY CAFE,06/24/2020,05/31/2021,1920 W DIVISION ST,CHICAGO,IL,60622.0,41.903327164000004,-87.67566894299999,"(41.903327164313254, -87.67566894260618)"
482,1144648,FOLKLORE,08/11/2020,05/31/2021,2100-2102 W DIVISION ST,CHICAGO,IL,60622.0,41.903254515,-87.679825045,"(41.903254515018354, -87.6798250453467)"
483,1144654,GRANT PARK BISTRO / PETITE VANILLE,06/02/2020,05/31/2021,800 S MICHIGAN AVE,CHICAGO,,60605.0,41.871811814000004,-87.62431549899999,"(41.87181181410728, -87.62431549922361)"
484,1144655,LA PULQUERIA / WINGS FIREHOUSE / PILSEN CAFE,07/29/2020,05/31/2021,2501 S WESTERN AVE,CHICAGO,,60608.0,41.846499656999995,-87.685340696,"(41.846499656884625, -87.68534069617046)"
485,1144656,COLECTIVO COFFEE,06/16/2020,05/31/2021,5423-5427 N CLARK ST,CHICAGO,,60640.0,41.980461754000004,-87.668179844,"(41.98046175414387, -87.66817984379415)"
486,1144666,SUBWAY,06/10/2020,05/31/2021,511 N MCCLURG CT,CHICAGO,IL,60611.0,41.891451415,-87.617534555,"(41.891451414638176, -87.61753455501773)"
487,1144667,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,508 N CLARK ST,CHICAGO,IL,60610.0,41.891150496,-87.63126028399999,"(41.891150496266704, -87.63126028432397)"
488,1144668,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,1 N LA SALLE ST,CHICAGO,IL,60602.0,41.881990074,-87.632212876,"(41.88199007378305, -87.63221287591374)"
489,1144669,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,57 E CHICAGO AVE,CHICAGO,IL,60611.0,41.896599125,-87.625990339,"(41.896599125135566, -87.62599033912518)"
490,1144670,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,175 W JACKSON BLVD,CHICAGO,IL,60604.0,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
491,1144672,POTBELLY SANDWICH WORKS # 100,11/04/2020,05/31/2021,209 S LA SALLE ST,CHICAGO,IL,60604.0,41.87911455,-87.63213674,"(41.87911455044448, -87.63213673978143)"
492,1144673,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,547 W JACKSON BLVD,CHICAGO,IL,60661.0,41.877914155,-87.64140539700001,"(41.8779141549793, -87.64140539747254)"
493,1144674,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,190 N STATE ST,CHICAGO,IL,60601.0,41.88555517,-87.628082725,"(41.88555516950279, -87.62808272516106)"
494,1144675,POTBELLY SANDWICH WORKS,11/04/2020,05/31/2021,545 W MADISON ST,CHICAGO,IL,60661.0,41.881742105,-87.64141938899999,"(41.88174210456197, -87.64141938928786)"
495,1144676,ATWOOD,07/29/2020,05/31/2021,1 W WASHINGTON ST,CHICAGO,IL,60602.0,41.883108627,-87.627948771,"(41.883108627266935, -87.62794877080378)"
496,1144677,CHARMERS CAFE,06/18/2020,05/31/2021,1500 W JARVIS AVE,CHICAGO,IL,60626.0,42.016157041999996,-87.668252474,"(42.01615704190619, -87.66825247379121)"
497,1144679,TARASCAS INTERNATIONAL,06/29/2020,05/31/2021,2585 N CLARK ST,CHICAGO,IL,60614.0,41.93003288,-87.643254335,"(41.930032879745134, -87.64325433485949)"
498,1144689,FIGO WINE BAR,06/24/2020,05/31/2021,3207 N SHEFFIELD AVE,CHICAGO,,60657.0,41.940176877,-87.65396764,"(41.94017687660335, -87.6539676398583)"
499,1144690,JOE & THE JUICE ILLINOIS LLC,06/25/2020,05/31/2021,10 E DELAWARE PL,CHICAGO,,60611.0,41.899255056,-87.627834638,"(41.89925505559848, -87.62783463799146)"
500,1144691,JOE & THE JUICE EAST HURON,06/25/2020,05/31/2021,8 E HURON ST,CHICAGO,,60611.0,41.894990607,-87.62782919799999,"(41.89499060703644, -87.62782919767419)"
501,1144693,STEAK N' SHAKE,06/09/2020,05/31/2021,1322 S HALSTED ST,CHICAGO,,60607.0,41.864810816,-87.646994859,"(41.86481081595784, -87.64699485941388)"
502,1144696,THE PRESS ROOM,06/01/2020,05/31/2021,1134 W WASHINGTON BLVD,CHICAGO,,60607.0,41.883108889,-87.655712432,"(41.88310888895606, -87.65571243188208)"
503,1144698,BIRD'S NEST,06/11/2020,05/31/2021,2500 N SOUTHPORT AVE,CHICAGO,IL,60614.0,41.92707497,-87.663531089,"(41.92707497038625, -87.66353108891671)"
504,1144708,R PUBLIC HOUSE,05/29/2020,05/31/2021,1508 W JARVIS AVE,CHICAGO,IL,60626.0,42.01615267,-87.66856404299999,"(42.01615267045287, -87.66856404328705)"
505,1144724,BEL-AMI RESTAURANT,06/24/2020,05/31/2021,5530 N LINCOLN AVE,CHICAGO,IL,60625.0,41.98205255,-87.69354121100001,"(41.98205254958613, -87.69354121130398)"
506,1144727,MAMA LUNA'S LOUNGE,07/17/2020,05/31/2021,7605 - 7607 W ADDISON ST,CHICAGO,,60634.0,41.945092722,-87.81702497200001,"(41.9450927220515, -87.81702497150454)"
507,1144728,RANALLIS,07/17/2020,05/31/2021,1508 - 1512 W BERWYN AVE,CHICAGO,IL,60640.0,41.978123358000005,-87.668755869,"(41.97812335776488, -87.6687558692362)"
508,1144729,POTBELLY SANDWICH SHOP,11/04/2020,05/31/2021,4185 W IRVING PARK RD,CHICAGO,IL,60641.0,41.95348915,-87.732320205,"(41.953489149800056, -87.73232020498648)"
509,1144731,ROCKS LAKEVIEW,06/16/2020,05/31/2021,3463-67 N BROADWAY,CHICAGO,IL,60657.0,41.944974171,-87.645659756,"(41.94497417145062, -87.64565975587642)"
510,1144750,BBQ SUPPLY CO.,06/18/2020,05/31/2021,1301 E 53RD ST,CHICAGO,IL,60615.0,41.799365196,-87.594900165,"(41.79936519578902, -87.59490016475203)"
511,1144751,THE BUDLONG HOT CHICKEN,06/18/2020,05/31/2021,1008 W ARMITAGE AVE,CHICAGO,IL,60614.0,41.918208568000004,-87.653757688,"(41.91820856763485, -87.65375768752133)"
512,1144752,CAFE COLAO,07/06/2020,05/31/2021,2638 W DIVISION ST,CHICAGO,IL,60622.0,41.903064338,-87.69352967,"(41.903064337614886, -87.69352967027304)"
513,1144761,JEFFERSON TAP AND GRILLE AND THE LOFT,08/26/2020,05/31/2021,323-25 N JEFFERSON ST,CHICAGO,IL,60661.0,41.887531657,-87.64267793200001,"(41.88753165653888, -87.64267793249394)"
514,1144763,BOURBON CAFE',08/26/2020,05/31/2021,4768 N LINCOLN AVE,CHICAGO,,60625.0,41.968308772,-87.688536004,"(41.968308771943036, -87.68853600406185)"
515,1144764,BEOGRAD CAFE AND RESTAURANT,07/28/2020,05/31/2021,2933-2939 W IRVING PARK RD,CHICAGO,IL,60618.0,41.953846017,-87.702043289,"(41.95384601711714, -87.70204328887883)"
516,1144765,BRUNCH ROOM,06/01/2020,05/31/2021,127 W HURON ST,CHICAGO,IL,60654.0,41.894706184,-87.632422292,"(41.894706183704464, -87.63242229170142)"
517,1144766,BOMBO BAR WELLS ST,10/15/2020,05/31/2021,1529 N WELLS ST,CHICAGO,IL,60610.0,41.910025601,-87.634528071,"(41.910025600781964, -87.63452807078373)"
518,1144767,REPLAY / ELIXIR,06/01/2020,05/31/2021,5356-5358 N CLARK ST,CHICAGO,IL,60640.0,41.979729776999996,-87.66841902700001,"(41.979729777066666, -87.66841902665125)"
519,1144769,PAT'S PIZZERIA,09/02/2020,05/31/2021,2679 N LINCOLN AVE,CHICAGO,IL,60614.0,41.93075676,-87.65597841700001,"(41.93075676004778, -87.65597841664892)"
520,1144770,Sayat Nova,06/09/2020,05/31/2021,157 E OHIO ST,CHICAGO,IL,60611.0,41.892442023,-87.623147475,"(41.89244202292865, -87.62314747525059)"
521,1144771,YOLK - WICKER PARK,05/29/2020,05/31/2021,1819 W DIVISION ST,CHICAGO,,60622.0,41.90314384,-87.673157436,"(41.90314384002702, -87.67315743621683)"
522,1144773,CELTIC CROWN,09/22/2020,05/31/2021,4301 N WESTERN AVE,CHICAGO,IL,60618.0,41.959539276,-87.688483804,"(41.959539275814876, -87.68848380383307)"
523,1144774,THE REVELER,09/10/2020,05/31/2021,1954 - 1958 W ROSCOE ST,CHICAGO,IL,60657.0,41.943328037,-87.678184165,"(41.943328037206484, -87.67818416456056)"
524,1144775,BUTCHER'S TAP,09/22/2020,05/31/2021,3553 N SOUTHPORT AVE,CHICAGO,IL,60657.0,41.946831640999996,-87.66386199799999,"(41.946831640926156, -87.66386199813489)"
525,1144776,FLUB A DUB CHUB'S,07/29/2020,05/31/2021,3021 N BROADWAY,CHICAGO,IL,60657.0,41.937143841,-87.64415612200001,"(41.93714384090968, -87.64415612243626)"
526,1144777,SAVANNA RESTAURANT,06/02/2020,05/31/2021,4111 N LINCOLN AVE,CHICAGO,IL,60618.0,41.956349892,-87.680129135,"(41.95634989191906, -87.68012913494145)"
527,1144778,COCOA & CO.,06/04/2020,05/31/2021,1651 N WELLS ST,CHICAGO,,60614.0,41.912627142,-87.634608844,"(41.912627141781606, -87.63460884404495)"
528,1144781,PIZZA CAPRI,05/26/2020,05/31/2021,1501 E 53RD ST,CHICAGO,IL,60615.0,41.799434259,-87.589046255,"(41.79943425904436, -87.58904625526527)"
529,1144782,GROUND CONTROL RESTAURANT LLC,06/29/2020,05/31/2021,3313-3315 W ARMITAGE AVE,CHICAGO,IL,,41.917244598,-87.710844329,"(41.91724459797714, -87.71084432886225)"
530,1144783,BREAKFAST HOUSE RESTAURANT INC.,06/22/2020,05/31/2021,1800 W GRAND AVE,CHICAGO,IL,,41.891011186,-87.672147458,"(41.89101118647223, -87.67214745847454)"
531,1144784,BREAKFAST HOUSE RESTAURANT,07/10/2020,05/31/2021,3001 N ASHLAND AVE,CHICAGO,,60657.0,41.936097626999995,-87.66838426700001,"(41.93609762657588, -87.66838426734496)"
532,1144785,KOKO'S MEDITERRANEAN GRILL,08/12/2020,05/31/2021,1760 W CHICAGO AVE,CHICAGO,IL,60622.0,41.896102673,-87.67211595,"(41.89610267284695, -87.67211594992528)"
533,1144786,Kanela breakfast club,07/30/2020,05/31/2021,1408 N MILWAUKEE AVE,CHICAGO,IL,60622.0,41.90742473,-87.673073674,"(41.907424729614625, -87.6730736738879)"
534,1144788,CAPITAL ONE CAFE,09/04/2020,05/31/2021,1465 E 53RD ST,CHICAGO,,60615.0,41.79943294,-87.589237995,"(41.79943293964355, -87.58923799532896)"
535,1144799,LONE WOLF,07/01/2020,05/31/2021,806 W RANDOLPH ST,CHICAGO,IL,60607.0,41.884511813,-87.647760519,"(41.884511813325, -87.64776051854923)"
536,1144800,MAC'S AMERICAN FOOD,06/01/2020,05/31/2021,1801 W DIVISION ST,CHICAGO,IL,60622.0,41.903156154,-87.67242231899999,"(41.90315615397302, -87.67242231949352)"
537,1144801,PUB ROYALE,06/16/2020,05/31/2021,2049 W DIVISION ST,CHICAGO,IL,60622.0,41.903045578000004,-87.679195114,"(41.903045577773014, -87.67919511353082)"
538,1144802,ESTEREO,06/16/2020,05/31/2021,2450 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.92576419,-87.702246015,"(41.92576418992568, -87.70224601480747)"
539,1144803,THE QUEEN MARY,07/09/2020,05/31/2021,2125 W DIVISION ST,CHICAGO,IL,60622.0,41.903019956,-87.680727345,"(41.90301995592609, -87.6807273446013)"
540,1144805,HOLIDAY CLUB,06/01/2020,05/31/2021,4000 N SHERIDAN RD,CHICAGO,IL,60613.0,41.954532689000004,-87.654693025,"(41.95453268893165, -87.65469302487033)"
541,1144812,ARMAND'S VICTORY TAP,06/11/2020,05/31/2021,1416 S MICHIGAN AVE,CHICAGO,IL,60605.0,41.863577523000004,-87.624215119,"(41.8635775226249, -87.62421511881877)"
542,1144817,POTBELLY SANDWICH WORKS LLC,11/04/2020,05/31/2021,542 S DEARBORN ST,CHICAGO,IL,60605.0,41.874861998,-87.629363045,"(41.87486199770747, -87.62936304459032)"
543,1144818,MARGE'S STILL,07/01/2020,05/31/2021,1758 N SEDGWICK ST,CHICAGO,IL,60614.0,41.914680613,-87.63885012200001,"(41.91468061339467, -87.63885012170836)"
544,1144819,UNCOMMON GROUND,06/01/2020,05/31/2021,3800-04 N CLARK ST,CHICAGO,IL,60613.0,41.951064053,-87.659795128,"(41.951064053085005, -87.65979512802838)"
545,1144820,FLO & SANTO,06/04/2020,05/31/2021,1310 S WABASH AVE,CHICAGO,IL,60605.0,41.865399757,-87.62593557,"(41.86539975663988, -87.62593556962943)"
546,1144822,TWEET,06/09/2020,05/31/2021,5020 N SHERIDAN RD,CHICAGO,IL,60640.0,41.973950993,-87.655091689,"(41.97395099252853, -87.65509168924237)"
547,1144823,"BIG CHICKS, INC.",06/30/2020,05/31/2021,5024 N SHERIDAN RD,CHICAGO,IL,60640.0,41.974069119,-87.655094492,"(41.97406911941592, -87.6550944919287)"
548,1144824,PETE'S PIZZA & BAKEHOUSE,06/23/2020,05/31/2021,1100 W GRANVILLE AVE,CHICAGO,IL,60660.0,41.994685200999996,-87.658398132,"(41.9946852005163, -87.65839813231939)"
549,1144826,RAS DASHEN ETHIOPIAN RESTAURANT INC,06/05/2020,05/31/2021,5844-5846 N BROADWAY,CHICAGO,IL,60660.0,41.98832593,-87.660360363,"(41.98832592952939, -87.66036036329757)"
550,1144827,Edge of Sweetness,06/11/2020,05/31/2021,6034 N BROADWAY,CHICAGO,IL,60660.0,41.991842882,-87.660471421,"(41.99184288216862, -87.66047142116385)"
551,1144828,BIG JONES,08/28/2020,05/31/2021,5347 N CLARK ST,CHICAGO,,60640.0,41.979414483,-87.668143281,"(41.9794144832459, -87.66814328059407)"
552,1144835,WRIGLEYVILLE DAIRY QUEEN,06/17/2020,05/31/2021,3811 N SOUTHPORT AVE,CHICAGO,IL,60613.0,41.951112529,-87.663982089,"(41.95111252904561, -87.66398208917064)"
553,1144836,RENO,06/01/2020,05/31/2021,2607 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.929110009,-87.707238997,"(41.929110009263226, -87.70723899728986)"
554,1144837,WEBSTER'S,06/29/2020,05/31/2021,2601-2603 N MILWAUKEE AVE,CHICAGO,IL,60647.0,41.928849099000004,-87.706817213,"(41.92884909944806, -87.7068172134966)"
555,1144844,WOOD,07/17/2020,05/31/2021,3335 N HALSTED ST,CHICAGO,IL,60657.0,41.942819898,-87.64921416899999,"(41.942819898362366, -87.64921416892889)"
556,1144845,GIDEON WELLES,06/04/2020,05/31/2021,4500 N LINCOLN AVE,CHICAGO,IL,60625.0,41.963228402,-87.685190443,"(41.96322840151295, -87.6851904429567)"
557,1144846,KNEAD,07/13/2020,05/31/2021,2101 W NORTH AVE,CHICAGO,,60647.0,41.910327528,-87.680100149,"(41.91032752819375, -87.68010014882042)"
558,1144847,WOLCOTT TAP,06/11/2020,05/31/2021,1834 W MONTROSE AVE,CHICAGO,,60613.0,41.96160567,-87.675966767,"(41.961605669949854, -87.67596676683779)"
559,1144849,The Aberdeen Tap,06/09/2020,05/31/2021,440 N ABERDEEN ST,CHICAGO,IL,60642.0,41.890068209,-87.654747049,"(41.89006820850148, -87.6547470485182)"
560,1144853,SPACCANAPOLI,06/02/2020,05/31/2021,1769 W SUNNYSIDE AVE,CHICAGO,IL,60640.0,41.963245267,-87.67361418799999,"(41.963245266688084, -87.67361418778216)"
561,1144857,ROOTSTOCK WINE & BEER BAR,08/27/2020,05/31/2021,954 N CALIFORNIA AVE,CHICAGO,IL,60622.0,41.899099711999995,-87.696933299,"(41.89909971202615, -87.69693329902871)"
562,1144858,HQ BEERCADE II,06/18/2020,05/31/2021,213 W INSTITUTE PL,CHICAGO,IL,60610.0,41.897303739,-87.63480416799999,"(41.8973037387733, -87.63480416772768)"
563,1144859,WEST TOWN BAKERY & DINER,06/05/2020,05/31/2021,1916-1920 W CHICAGO AVE,CHICAGO,IL,60622.0,41.896048721999996,-87.675351235,"(41.89604872173419, -87.67535123458872)"
564,1144860,JAKE'S PUP IN THE RUF INC,07/08/2020,05/31/2021,4401 N SHERIDAN RD,CHICAGO,IL,60640.0,41.961824921,-87.654601961,"(41.96182492146229, -87.65460196059529)"
565,1144861,CITY PROVISIONS CATERING AND EVENTS,06/09/2020,05/31/2021,1816-20 W WILSON AVE,CHICAGO,IL,60640.0,41.965258595,-87.67537270000001,"(41.96525859487773, -87.67537270043624)"
566,1144863,"NORTH STAR RESTAURANT, INC.",06/11/2020,05/31/2021,6246 N WESTERN AVE,CHICAGO,IL,60659.0,41.995479206999995,-87.689956626,"(41.99547920706865, -87.68995662627663)"
567,1144865,RICCARDO ENOTECA,07/01/2020,05/31/2021,2116 N CLARK ST,CHICAGO,IL,60614.0,41.920616813,-87.63763126,"(41.9206168128766, -87.63763126009027)"
568,1144867,GEORGE'S HOT DOGS,08/12/2020,05/31/2021,1876 N DAMEN AVE,CHICAGO,IL,60647.0,41.91595533,-87.677727797,"(41.91595533037147, -87.6777277973711)"
569,1144868,TUMANS,07/31/2020,05/31/2021,2159 W CHICAGO AVE,CHICAGO,IL,60622.0,41.89571957,-87.68182312,"(41.8957195700408, -87.68182311956286)"
570,1144870,GIORDANO'S ON RUSH,06/05/2020,05/31/2021,730-740 N RUSH ST,CHICAGO,IL,60611.0,41.895769847,-87.62562855899999,"(41.89576984662454, -87.62562855938958)"
571,1144872,ALHAMBRA PALACE RESTAURANT,07/13/2020,05/31/2021,1240 W RANDOLPH ST,CHICAGO,IL,60607.0,41.884327802,-87.65845724299999,"(41.884327801685764, -87.65845724300314)"
572,1144873,CAFE ISTANBUL,09/29/2020,05/31/2021,2014 W DIVISION ST,CHICAGO,,60622.0,41.903289142,-87.67791409600001,"(41.903289141646646, -87.67791409556975)"
573,1144876,BAR SIENA,06/04/2020,05/31/2021,832 W RANDOLPH ST,CHICAGO,IL,60607.0,41.884496686,-87.648665508,"(41.884496686293886, -87.64866550824529)"
574,1144880,Pie cafe,06/01/2020,05/31/2021,5357 N ASHLAND AVE,CHICAGO,,60640.0,41.979717097,-87.66956491799999,"(41.979717096739535, -87.66956491822631)"
575,1144881,"Pie Cafe, LLC",06/18/2020,05/31/2021,4664 N MANOR AVE,CHICAGO,IL,60625.0,41.966157929,-87.70120563100001,"(41.966157928904785, -87.70120563065224)"
576,1144894,PR ITALIAN BISTRO,06/03/2020,05/31/2021,3908-3910 N SHERIDAN RD,CHICAGO,IL,,41.952964418,-87.654646694,"(41.95296441761877, -87.65464669411456)"
577,1144895,THE WINDSOR,07/02/2020,05/31/2021,4530 N MILWAUKEE AVE,CHICAGO,IL,60630.0,41.963158817,-87.75684243200001,"(41.96315881688357, -87.75684243172473)"
578,1144896,THE CONGRESS HOTEL,05/29/2020,05/31/2021,520 S MICHIGAN AVE,CHICAGO,IL,60605.0,41.875259826,-87.624396674,"(41.87525982581901, -87.6243966738356)"
579,1144897,Soupbox,06/17/2020,05/31/2021,2943 N BROADWAY,CHICAGO,IL,60657.0,41.936191259,-87.644119265,"(41.936191258669915, -87.64411926480847)"
580,1144898,LIZZIE MC NEILLS,07/22/2020,05/31/2021,400 N MCCLURG CT,CHICAGO,IL,60611.0,41.889118473,-87.61775487700001,"(41.88911847301037, -87.61775487651728)"
581,1144899,FLOYD'S PUB,07/22/2020,05/31/2021,1944 N OAKLEY AVE,CHICAGO,IL,60647.0,41.917458568,-87.685102641,"(41.917458568356686, -87.6851026411648)"
582,1144901,COBRA LOUNGE / ALL RISE BREWING CO.,07/02/2020,05/31/2021,235 N ASHLAND AVE,CHICAGO,IL,60607.0,41.886491383,-87.666864575,"(41.88649138251822, -87.6668645750203)"
583,1144904,DON PEPE,06/29/2020,05/31/2021,3616 W 26TH ST,CHICAGO,IL,60623.0,41.844483527,-87.71558453600001,"(41.844483527070835, -87.71558453559561)"
584,1144910,WILLOW ROOM,07/28/2020,05/31/2021,1800 N HALSTED ST,CHICAGO,IL,60614.0,41.913934603,-87.64851072200001,"(41.91393460298027, -87.64851072187996)"
585,1144911,THE SIT DOWN,06/01/2020,05/31/2021,1312 E 53RD ST,CHICAGO,IL,60615.0,41.799589605,-87.594447823,"(41.79958960469768, -87.59444782270101)"
586,1144912,FOXTROT MARKET,05/29/2020,05/31/2021,1562 N WELLS ST,CHICAGO,,60610.0,41.910949421,-87.63485130299999,"(41.91094942148233, -87.63485130313555)"
587,1144914,THE MARKET BY FOXTROT,05/29/2020,05/31/2021,1019 W LAKE ST,CHICAGO,IL,60607.0,41.885458940999996,-87.65298155299999,"(41.88545894059186, -87.6529815530546)"
588,1144915,THE MARKET BY FOXTROT,06/18/2020,05/31/2021,900 - 902 W ARMITAGE AVE,CHICAGO,,60614.0,41.91825205,-87.651001568,"(41.91825204962904, -87.65100156848021)"
589,1144916,ROOTS HANDMADE PIZZA - LINCOLN SQUARE/ THE SIXTH QUALITY SPIRITS,07/28/2020,05/31/2021,2200 W LAWRENCE AVE,CHICAGO,IL,60625.0,41.968793622,-87.68410489600001,"(41.96879362246842, -87.68410489612832)"
590,1144920,INNJOY,06/16/2020,05/31/2021,2051 W DIVISION ST,CHICAGO,IL,60622.0,41.903044158,-87.6792709,"(41.90304415750275, -87.67927089988581)"
591,1144921,TUFANO'S/VERNON PARK TAP,06/17/2020,05/31/2021,1073 W VERNON PARK PL,CHICAGO,IL,60607.0,41.872904375,-87.654033036,"(41.872904374521134, -87.65403303613473)"
592,1144922,MARGIES CANDIES,07/13/2020,05/31/2021,1813 W MONTROSE AVE,CHICAGO,IL,60613.0,41.961400692,-87.674987503,"(41.96140069226438, -87.67498750263746)"
593,1144923,MY PLACE,05/19/2020,05/31/2021,1307 S WABASH AVE,CHICAGO,,60605.0,41.865517449,-87.625648058,"(41.86551744937986, -87.62564805803324)"
594,1144930,ANDIES RESTAURANT,07/17/2020,05/31/2021,5253 N CLARK ST,CHICAGO,IL,60640.0,41.977779628,-87.668210332,"(41.977779627780315, -87.66821033188846)"
595,1144934,DSTRKT BAR & GRILL,06/04/2020,05/31/2021,1540 N MILWAUKEE AVE,CHICAGO,,60622.0,41.909420030999996,-87.676195083,"(41.909420030729095, -87.67619508256817)"
596,1144936,CAFE SELMARIE,06/11/2020,05/31/2021,4729 N LINCOLN AVE,CHICAGO,IL,60625.0,41.967406598000004,-87.687616424,"(41.96740659751604, -87.68761642361608)"
597,1144938,BAR COCINA,06/25/2020,05/31/2021,2901 N SHEFFIELD AVE,CHICAGO,IL,60657.0,41.934500538,-87.653775491,"(41.93450053757158, -87.65377549058545)"
598,1144939,THE RIVER OF CHICAGO,09/18/2020,05/31/2021,2909-11 N SHEFFIELD AVE,CHICAGO,IL,60657.0,41.934751362,-87.653783726,"(41.93475136249262, -87.6537837264664)"
599,1144943,Haymarket Pub & Brewery,05/29/2020,05/31/2021,737-41 W RANDOLPH ST,CHICAGO,IL,60661.0,41.884299516999995,-87.64721332299999,"(41.88429951671007, -87.64721332276186)"
600,1144944,MR. BROWN'S LOUNGE,06/08/2020,05/31/2021,2301 W CHICAGO AVE,CHICAGO,IL,60622.0,41.895673385,-87.684515538,"(41.8956733853015, -87.68451553845719)"
601,1144946,MELI CAFE ON DEARBORN,07/07/2020,05/31/2021,500 S DEARBORN ST,CHICAGO,IL,60605.0,41.87556911,-87.629383226,"(41.87556910960446, -87.62938322586831)"
602,1144949,LITTLE BAD WOLF,06/01/2020,05/31/2021,1541 W BRYN MAWR AVE,CHICAGO,IL,60660.0,41.983377202,-87.66910121,"(41.98337720201868, -87.66910121024421)"
