permit_number,business_name,issued_date,expiration_date,address,latitude,longitude
1119826,MRS FIELDS COOKIES,2015-10-05T00:00:00.000,2015-12-01T00:00:00.000,32 E RANDOLPH ST,41.8846042,-87.626759487
1119825,ANTOJITOS MAJICOS LA MICHOACANA,2015-08-05T00:00:00.000,2015-12-01T00:00:00.000,3540 W LAWRENCE AVE,41.96846882,-87.717488602
1119824,LE PAIN QUOTIDIEN,2015-08-06T00:00:00.000,2015-12-01T00:00:00.000,1562 N WELLS ST,41.910949421,-87.63485130299999
1119823,BOMBO BAR WELLS ST,2015-08-14T00:00:00.000,2015-12-01T00:00:00.000,1529 N WELLS ST,41.910025601,-87.634528071
1119822,JANINA'S DELI,2015-08-10T00:00:00.000,2015-12-01T00:00:00.000,1012 N WESTERN AVE,41.899833871999995,-87.68709615700001
1119818,THE WINDSOR,2015-08-05T00:00:00.000,2015-12-01T00:00:00.000,160 E HURON ST,41.895067022,-87.62302721399999
1119817,PRIME & PROVISIONS,2015-07-30T00:00:00.000,2015-12-01T00:00:00.000,222 N LA SALLE ST,41.886351604,-87.632613946
1119815,PROTEIN BAR,2015-09-15T00:00:00.000,2015-12-01T00:00:00.000,151 N MICHIGAN AVE,41.884540111,-87.624308522
1119814,BRUNCH ROOM,2015-07-31T00:00:00.000,2015-12-01T00:00:00.000,127 W HURON ST,41.894706184,-87.632422292
1119813,Costa Vida,2015-09-03T00:00:00.000,2015-12-01T00:00:00.000,218 W LAKE ST,41.8858412,-87.634651318
1119812,COALFIRE PIZZA,2015-08-10T00:00:00.000,2015-12-01T00:00:00.000,3705-3707 N SOUTHPORT AVE,41.949091556,-87.663926244
1119811,RAY'S ROUND UP BAR-GRILL,2015-08-05T00:00:00.000,2015-12-01T00:00:00.000,3930 N CICERO AVE,41.952518561,-87.747439731
1119803,The Dog House Grill,2015-08-10T00:00:00.000,2015-12-01T00:00:00.000,1534 N WELLS ST,41.910184428,-87.634826983
1119754,MELROSE DINER,2015-08-07T00:00:00.000,2015-12-01T00:00:00.000,3231-3233 N BROADWAY,41.941021952,-87.64428253700001
1119662,PINT,2015-08-12T00:00:00.000,2015-12-01T00:00:00.000,1547-49 N MILWAUKEE AVE,41.909708169,-87.676193676
1119660,NELLCOTE & RM CHAMPAGNE SALON,2015-08-12T00:00:00.000,2015-12-01T00:00:00.000,833-839 W RANDOLPH ST,41.884277216,-87.64865853
1119657,DARK MATTER COFFEE,2015-08-12T00:00:00.000,2015-12-01T00:00:00.000,736-738 N WESTERN AVE,41.894997299,-87.68697066
1119560,KANELA BREAKFAST CLUB,2015-07-30T00:00:00.000,2015-12-01T00:00:00.000,502 E ILLINOIS ST,41.89120951,-87.61503577299999
1119508,MONTEVERDE,2016-03-22T00:00:00.000,2016-12-01T00:00:00.000,1020-1022 W MADISON ST,41.881793604,-87.652965251
1119483,PIGGY BACK,2016-04-05T00:00:00.000,2016-12-01T00:00:00.000,500 W MADISON ST,41.881994338,-87.639758685
1119440,BLUE AGAVE,2015-08-03T00:00:00.000,2015-12-01T00:00:00.000,1050 N STATE ST,41.901867357,-87.628492145
1119439,BLUE AGAVE TEQUILA BAR & RESTAURANT,2015-08-06T00:00:00.000,2015-12-01T00:00:00.000,579 W KINZIE ST,41.888939826,-87.64279888799999
1119438,COOKIES AND CARNITAS,2015-08-17T00:00:00.000,2015-12-01T00:00:00.000,5757-5759 N BROADWAY,41.987160551,-87.660030996
1119436,JIMMY JOHN'S  - OHIO,2015-09-02T00:00:00.000,2015-12-01T00:00:00.000,205 E OHIO ST,41.892454014,-87.62241521700001
1119434,JIMMY JOHN'S CLARK,2015-09-18T00:00:00.000,2015-12-01T00:00:00.000,28 N CLARK ST,41.882650868,-87.63105264200001
1119433,JIMMY JOHN'S - WASHINGTON,2015-09-02T00:00:00.000,2015-12-01T00:00:00.000,216 W WASHINGTON ST,41.883319559,-87.63437965899999
1119398,DOS URBAN CANTINA,2016-04-04T00:00:00.000,2016-12-01T00:00:00.000,2829-2831 W ARMITAGE AVE,41.917370078000005,-87.69824926
1119320,LOKAL CONTEMPORARY EUROPEAN,2015-07-17T00:00:00.000,2015-12-01T00:00:00.000,2500 N ASHLAND AVE,41.927051362,-87.668359476
1119317,JOHNNY BROWN BAG,2015-06-24T00:00:00.000,2015-12-01T00:00:00.000,5406 N CLARK ST,41.98005946,-87.668441794
1119316,FRESHII,2015-06-18T00:00:00.000,2015-12-01T00:00:00.000,200 W RANDOLPH ST,41.884579046,-87.633969721
1119314,JIMMY JOHN'S - TAYLOR,2015-07-29T00:00:00.000,2015-12-01T00:00:00.000,1133 W TAYLOR ST,41.869326793,-87.655494411
1119309,DEVON SEAFOOD GRILL,2015-07-01T00:00:00.000,2015-12-01T00:00:00.000,39 E CHICAGO AVE,41.896587722,-87.62670543700001
1119308,CORNER BAKERY CAFE,2015-06-30T00:00:00.000,2015-12-01T00:00:00.000,56 W RANDOLPH ST,41.884590839,-87.62999748600001
1119255,Stans Donuts Erie Street,2015-06-26T00:00:00.000,2015-12-01T00:00:00.000,259 E ERIE ST,41.894085381,-87.62040431
1119253,NEW TOKYO,2015-07-21T00:00:00.000,2015-12-01T00:00:00.000,3139 N BROADWAY,41.938783582,-87.64420916899999
1119252,FRUVE XPRESS JUICERY,2015-07-09T00:00:00.000,2015-12-01T00:00:00.000,1130 S WABASH AVE,41.868319686,-87.625990426
1119170,5411 EMPANADAS,2015-06-29T00:00:00.000,2015-12-01T00:00:00.000,1659 W DIVISION ST,41.903198241999995,-87.669795336
1119169,AMATOS PIZZA,2015-07-01T00:00:00.000,2015-12-01T00:00:00.000,953 W WILLOW ST,41.913647791,-87.652923949
1119155,Starbucks Coffee #22423,2015-07-27T00:00:00.000,2015-12-01T00:00:00.000,1230 N WELLS ST,41.904829526,-87.634661055
1119152,AU BON PAIN,2015-07-08T00:00:00.000,2015-12-01T00:00:00.000,829 S WABASH AVE,41.871447643,-87.625781449
1119095,TECALITLAN,2015-07-08T00:00:00.000,2015-12-01T00:00:00.000,1814 W CHICAGO AVE,41.896090152,-87.67282790200001
1119094,New York Delicatessen,2015-07-20T00:00:00.000,2015-12-01T00:00:00.000,2921 N CLARK ST,41.935452917,-87.646863417
1119085,GHIRARDELLI CHOCOLATE CO,2015-06-26T00:00:00.000,2015-12-01T00:00:00.000,400-410 N MICHIGAN AVE,41.889397883,-87.624390395
1119082,PROTEIN BAR,2015-09-15T00:00:00.000,2015-12-01T00:00:00.000,33 S WABASH AVE,41.881243983000005,-87.62603828799999
1119079,THE PERFECT CUP INC,2015-07-08T00:00:00.000,2015-12-01T00:00:00.000,4700 N DAMEN AVE,41.966962011999996,-87.67928153
1119078,AL'S BEEF,2015-07-08T00:00:00.000,2015-12-01T00:00:00.000,234 S WABASH AVE,41.878674348000004,-87.626242295
1119076,JAI YEN,2015-09-30T00:00:00.000,2015-12-01T00:00:00.000,3734-3736 N BROADWAY,41.950232387,-87.649180944
1119075,VERMILION,2015-06-23T00:00:00.000,2015-12-01T00:00:00.000,10 W HUBBARD ST,41.890168585,-87.628394336
1119072,ORANGE ON ROSCOE,2015-07-02T00:00:00.000,2015-12-01T00:00:00.000,2011 W ROSCOE ST,41.943102228,-87.67892832
1119041,GIDEON WELLES,2016-03-03T00:00:00.000,2016-12-01T00:00:00.000,4500 N LINCOLN AVE,41.963228402,-87.685190443
1118957,NANDO'S PERI-PERI,2015-06-19T00:00:00.000,2015-12-01T00:00:00.000,949-953 W RANDOLPH ST,41.884224057,-87.65169276200001
1118956,PAOLA'S VINUM,2015-06-02T00:00:00.000,2015-12-01T00:00:00.000,328 S JEFFERSON ST,41.877094135,-87.642654974
1118955,RED MANGO,2015-05-22T00:00:00.000,2015-12-01T00:00:00.000,1513 N MILWAUKEE AVE,41.909037654,-87.67514592200001
1118954,BALE SANDWICH AND BAKERY,2015-06-03T00:00:00.000,2015-12-01T00:00:00.000,5014 N BROADWAY,41.973214591,-87.65992980700001
1118953,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,2015-06-26T00:00:00.000,2015-12-01T00:00:00.000,41 E CHESTNUT ST,41.898241301,-87.626631762
1118952,LITTLE BUCHAREST BISTRO,2015-05-26T00:00:00.000,2015-12-01T00:00:00.000,3661-65 N ELSTON AVE,41.947927049,-87.71052890000001
1118951,TANK NOODLE PHO XE TANG,2015-05-22T00:00:00.000,2015-12-01T00:00:00.000,4953-4955 N BROADWAY,41.973091079,-87.65963219700001
1118950,WEST LOOP SALUMI,2015-06-29T00:00:00.000,2015-12-01T00:00:00.000,1111 W RANDOLPH ST,41.884165738,-87.65492937299999
1118948,VINNIES SUB SHOP,2015-05-22T00:00:00.000,2015-12-01T00:00:00.000,1204 W GRAND AVE,41.891187485,-87.65766708700001
1118946,EINSTEIN BROS. BAGELS # 1200,2015-06-02T00:00:00.000,2015-12-01T00:00:00.000,1549 N WELLS ST,41.910572111,-87.634545392
1118945,"LA COCINA MEXICAN GRILL, LLC",2015-06-26T00:00:00.000,2015-12-01T00:00:00.000,178 N FRANKLIN ST,41.885289201,-87.63554689
1118939,PINKBERRY - WELLS ST,2015-06-17T00:00:00.000,2015-12-01T00:00:00.000,1533 N WELLS ST,41.910134884,-87.63453146799999
1118938,ETHIOPIAN DIAMOND RESTAURANT,2015-06-04T00:00:00.000,2015-12-01T00:00:00.000,6120-6122 N BROADWAY,41.992944134,-87.660504875
1118937,OSTERIA DEL PASTAIO,2015-06-02T00:00:00.000,2015-12-01T00:00:00.000,111 E CHESTNUT ST,41.898261619,-87.62516469200001
1118936,THE OPTION ROOM,2015-06-19T00:00:00.000,2015-12-01T00:00:00.000,401 S LA SALLE ST,41.876813973000004,-87.63162266200001
1118934,DAMATO BAKERY #1,2015-07-01T00:00:00.000,2015-12-01T00:00:00.000,1124 W GRAND AVE,41.89120814,-87.65573434299999
1118835,TACO LULU,2015-06-08T00:00:00.000,2015-12-01T00:00:00.000,601 W ADAMS ST,41.879163618,-87.64264996
1118834,ARISTA FOODS,2015-06-01T00:00:00.000,2015-12-01T00:00:00.000,112 N MAY ST,41.883402122,-87.65572529299999
1118833,"NEW WAVE COFFEE, LLC",2015-06-17T00:00:00.000,2015-12-01T00:00:00.000,3103 W LOGAN BLVD,41.928292712,-87.705061268
1118832,MEZCALINA,2015-05-22T00:00:00.000,2015-12-01T00:00:00.000,333 E BENTON PL,41.885390047,-87.61898671200001
1118831,Rodan,2015-06-29T00:00:00.000,2015-12-01T00:00:00.000,1530 N MILWAUKEE AVE,41.909243191,-87.67591865600001
1118830,MERLO ON MAPLE,2015-07-02T00:00:00.000,2015-12-01T00:00:00.000,16 W MAPLE ST,41.901985871,-87.629011881
1118829,TAVERNA 750,2015-07-30T00:00:00.000,2015-12-01T00:00:00.000,750 W CORNELIA AVE,41.945550693,-87.649049961
1118828,FURIOUS SPOON,2015-06-01T00:00:00.000,2015-12-01T00:00:00.000,1571 N MILWAUKEE AVE,41.91014406,-87.676875025
1118827,YUZU SUSHI AND ROBATA GRILL,2015-06-02T00:00:00.000,2015-12-01T00:00:00.000,1751 W CHICAGO AVE,41.895888884,-87.67179636600001
1118826,THE RADLER,2015-06-25T00:00:00.000,2015-12-01T00:00:00.000,2375-2377 N MILWAUKEE AVE,41.924482563000005,-87.699692866
1118824,FIRECAKES,2015-06-01T00:00:00.000,2015-12-01T00:00:00.000,68 W HUBBARD ST,41.890136394,-87.630656551
1118802,MACHU PICCHU,2016-03-25T00:00:00.000,2016-12-01T00:00:00.000,3856 N ASHLAND AVE,41.952315896,-87.669145643
1118741,CLARKE'S HYDE PARK,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,1447 E 53RD ST,41.799423505,-87.589964079
1118740,"Pie Cafe, LLC",2015-06-17T00:00:00.000,2015-12-01T00:00:00.000,4664 N MANOR AVE,41.966157929,-87.70120563100001
1118739,ASTORIA LOUNGE,2015-06-04T00:00:00.000,2015-12-01T00:00:00.000,3208 N KOSTNER AVE,41.939239568000005,-87.737188637
1118736,Pie cafe,2015-06-12T00:00:00.000,2015-12-01T00:00:00.000,5357 N ASHLAND AVE,41.979717097,-87.66956491799999
1118735,GRILL INN,2015-06-24T00:00:00.000,2015-12-01T00:00:00.000,1422 W MORSE AVE,42.008000126999995,-87.66687083299999
1118734,DUNKIN DONUTS/BASKIN ROBBINS,2015-05-26T00:00:00.000,2015-12-01T00:00:00.000,1753 W 87TH ST,41.735618946,-87.66762717200001
1118722,NINE CLASSIC THAI CUISINE,2015-05-11T00:00:00.000,2015-12-01T00:00:00.000,2349 N CLARK ST,41.925062508,-87.639984147
1118721,DUNKIN DONUTS / BASKIN ROBBINS,2015-05-29T00:00:00.000,2015-12-01T00:00:00.000,1651 N WESTERN AVE,41.911728368,-87.68711088200001
1118720,SUNNY SIDE UP,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,42 E SUPERIOR ST,41.895812575,-87.626589024
1118703,BACCI CAFE AND PIZZERIA ON MILAUKEE AVE. INC.,2015-06-25T00:00:00.000,2015-12-01T00:00:00.000,4367 N MILWAUKEE AVE,41.96055088,-87.75423074700001
1118702,KURAH,2015-06-05T00:00:00.000,2015-12-01T00:00:00.000,1355 S MICHIGAN AVE,41.864248796999995,-87.62393362700001
1118701,CORNERSTONE CAFE,2015-08-07T00:00:00.000,2015-12-01T00:00:00.000,2753 N WESTERN AVE,41.931968065999996,-87.68774125
1118698,THE CORNED BEEF FACTORY SANDWICH SHOP,2015-05-13T00:00:00.000,2015-12-01T00:00:00.000,1009-1011 W LAKE ST,41.885466894000004,-87.652544691
1118693,LUKE'S LOBSTER,2015-05-28T00:00:00.000,2015-12-01T00:00:00.000,134 N LA SALLE ST,41.884111267,-87.632576385
1118692,REMINGTON'S,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,20 N MICHIGAN AVE,41.882540202,-87.624530945
1118691,"ST. JANE HOTEL, FREE REIN, MR. BROWN'S LOUNGE & THE NOBEL",2015-05-13T00:00:00.000,2015-12-01T00:00:00.000,224-230 N MICHIGAN AVE,41.886374815,-87.624675436
1118690,Blue Frog's Local 22,2015-07-28T00:00:00.000,2015-12-01T00:00:00.000,22 E HUBBARD ST,41.890190577,-87.627080355
1118689,Five Guys Burgers and Fries,2015-06-19T00:00:00.000,2015-12-01T00:00:00.000,1456 E 53RD ST,41.79964931,-87.589564848
1118688,beezzee,2015-05-21T00:00:00.000,2015-12-01T00:00:00.000,424 S WABASH AVE,41.876351267,-87.626189196
1118687,CROSSROADS PUBLIC HOUSE,2015-05-14T00:00:00.000,2015-12-01T00:00:00.000,2630 N CLARK ST,41.93041201,-87.643886529
1118686,FIESTA MEXICANA CORP,2015-05-13T00:00:00.000,2015-12-01T00:00:00.000,4806 N BROADWAY,41.969248782,-87.65982425899999
1118680,JOHNNY'S GRILL 1,2015-07-20T00:00:00.000,2015-12-01T00:00:00.000,2545-2547 N KEDZIE BLVD,41.927878541,-87.706925189
1118678,Hero Coffee Bar,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,2111 W ROSCOE ST,41.94307105,-87.681355224
1118676,Hero Coffee Bar,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,439 S DEARBORN ST,41.875966655,-87.62910276299999
1118675,MAMA'S BOY,2015-05-13T00:00:00.000,2015-12-01T00:00:00.000,445 N DEARBORN ST,41.890581106,-87.62947502899999
1118674,YANGO'S GRILL,2015-05-20T00:00:00.000,2015-12-01T00:00:00.000,2845 N BROADWAY,41.933981414,-87.64426220200001
1118672,TWISTED TAP BAR & PATIO,2015-06-17T00:00:00.000,2015-12-01T00:00:00.000,2913 N LINCOLN AVE,41.934758383,-87.66157417299999
1118671,The Bagelers Coffeehouse,2015-06-24T00:00:00.000,2015-12-01T00:00:00.000,2461 N LINCOLN AVE,41.926870051,-87.650540312
1118669,DICKENS STREET PUBLIC HOUSE,2015-06-25T00:00:00.000,2015-12-01T00:00:00.000,2058-2060 N CLEVELAND AVE,41.92001599,-87.641449199
1118668,MCGEE'S TAVERN & GRILLE,2015-05-13T00:00:00.000,2015-12-01T00:00:00.000,950 W WEBSTER AVE,41.921854626,-87.653094865
1118667,CAFE TOUCHE,2015-07-30T00:00:00.000,2015-12-01T00:00:00.000,6731 N NORTHWEST HWY,42.003521558,-87.817099825
1118665,Zaytune Mediterranean Grill,2015-05-11T00:00:00.000,2015-12-01T00:00:00.000,3129 S MORGAN ST,41.837132948000004,-87.650975035
1118660,LA CHAPARRITA DE CHICAGO #2,2015-05-18T00:00:00.000,2015-12-01T00:00:00.000,5957 S KEDZIE AVE,41.784629276,-87.703155834
1118659,NIU,2015-06-25T00:00:00.000,2015-12-01T00:00:00.000,332 E ILLINOIS ST,41.891139736,-87.61880637200001
1118658,JOIE DE VINE,2015-05-20T00:00:00.000,2015-12-01T00:00:00.000,1744 W BALMORAL AVE,41.979865941999996,-87.673909329
1118657,BELLA LUNA CAFE,2015-05-14T00:00:00.000,2015-12-01T00:00:00.000,731 N DEARBORN ST,41.895773515,-87.629610541
1118652,THE BIG CHEESE ON LINCOLN,2015-08-03T00:00:00.000,2015-12-01T00:00:00.000,4229 N LINCOLN AVE,41.958678131,-87.68176382700001
1118651,SABOR A CAFE RESTAURANT,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,2435 W PETERSON AVE,41.990381096,-87.691099599
1118650,NIU B,2015-06-25T00:00:00.000,2015-12-01T00:00:00.000,888 S MICHIGAN AVE,41.870775489,-87.624292703
1118631,AMPERSAND WINE BAR,2016-04-13T00:00:00.000,2016-12-01T00:00:00.000,4845 N DAMEN AVE,41.970090251,-87.679076566
1118595,VALENTINA RESTAURANT,2015-05-11T00:00:00.000,2015-12-01T00:00:00.000,4506 W 63RD ST,41.778621898000004,-87.735303823
1118594,DOLLOP COFFEE CO AT THE FISHER BUILDING,2015-06-19T00:00:00.000,2015-12-01T00:00:00.000,343 S DEARBORN ST,41.877146786,-87.62912123299999
1118593,"TABLE, DONKEY & STICK",2015-05-22T00:00:00.000,2015-12-01T00:00:00.000,2728 W ARMITAGE AVE,41.917612945,-87.69591486600001
1118592,BOUNTIFUL EATERY INC.,2015-05-11T00:00:00.000,2015-12-01T00:00:00.000,3310-3312 N BROADWAY,41.942253846,-87.644614959
1118590,TRATTORIA ULTIMO,2015-05-18T00:00:00.000,2015-12-01T00:00:00.000,1953 W CHICAGO AVE,41.895807748,-87.676752135
1118589,THE ART OF CHICKEN,2015-06-03T00:00:00.000,2015-12-01T00:00:00.000,2041 N WESTERN AVE,41.918741718,-87.68730089399999
1118588,"INTELLIGENTSIA COFFEE & TEA, INC.",2015-05-14T00:00:00.000,2015-12-01T00:00:00.000,3123 N BROADWAY,41.938435180999996,-87.64419841700001
1118587,JAMES KITCHEN + BAR,2015-05-27T00:00:00.000,2015-12-01T00:00:00.000,616 N RUSH ST,41.893130811,-87.625559064
1118586,Gannon's Pub,2015-06-02T00:00:00.000,2015-12-01T00:00:00.000,4264 N LINCOLN AVE,41.959479803,-87.68265873200001
1118585,Intelligentsia Coffee and Tea,2015-05-14T00:00:00.000,2015-12-01T00:00:00.000,2642 N MILWAUKEE AVE,41.929744188,-87.70874481799999
1118584,"MARTINO'S ITALIAN CUISINE & PIZZERIA, INC.",2015-06-22T00:00:00.000,2015-12-01T00:00:00.000,3431 W PETERSON AVE,41.99019852,-87.71526237299999
1118583,W CHICAGO-CITY CENTER,2015-06-29T00:00:00.000,2015-12-01T00:00:00.000,172 W ADAMS ST,41.87950365,-87.63296974200001
1118582,UPTOWN PHO,2015-05-20T00:00:00.000,2015-12-01T00:00:00.000,1010 W ARGYLE ST,41.973415012,-87.655422309
1118581,"ROTI 200 WEST RANDOLPH, LLC",2015-05-12T00:00:00.000,2015-12-01T00:00:00.000,200 W RANDOLPH ST,41.884579046,-87.633969721
1118580,ROTI MEDITERRANEAN GRILL,2015-05-12T00:00:00.000,2015-12-01T00:00:00.000,33 N DEARBORN ST,41.882806226999996,-87.629281496
1118535,ELEPHANT & CASTLE PUB & RESTAURANT,2015-05-12T00:00:00.000,2015-12-01T00:00:00.000,111 W ADAMS ST,41.879301285,-87.63116779299999
1118533,"KARYN'S COOKED, INC.",2015-06-30T00:00:00.000,2015-12-01T00:00:00.000,738 N WELLS ST,41.895920165999996,-87.634330356
1118531,FABCAKES,2015-05-18T00:00:00.000,2015-12-01T00:00:00.000,714 N WELLS ST,41.895335831,-87.63431422200001
1118530,I Monelli Trattoria Pizzeria,2015-05-28T00:00:00.000,2015-12-01T00:00:00.000,5019 N WESTERN AVE,41.972911619,-87.688902039
1118529,CELESTE & DISCO,2015-05-22T00:00:00.000,2015-12-01T00:00:00.000,111 W HUBBARD ST,41.889904428,-87.631592489
1118528,LA FONDA LATINO GRILL,2015-06-15T00:00:00.000,2015-12-01T00:00:00.000,5350 N BROADWAY,41.979650804,-87.66010597
1118526,MABLE'S TABLE,2015-05-26T00:00:00.000,2015-12-01T00:00:00.000,1653-1655 W CORTLAND ST,41.915969409,-87.66995938
1118525,Kitchen Sink,2015-05-20T00:00:00.000,2015-12-01T00:00:00.000,1107 W BERWYN AVE,41.978062148,-87.658205522
1118524,LEADER BAR,2015-06-24T00:00:00.000,2015-12-01T00:00:00.000,3000-3004 W IRVING PARK RD,41.954059261,-87.703190856
1118521,Intelligentsia Coffee & Tea,2015-05-14T00:00:00.000,2015-12-01T00:00:00.000,53 E RANDOLPH ST,41.884387319,-87.625935647
1118507,GARI SUSHI & ASIAN BISTRO,2015-05-19T00:00:00.000,2015-12-01T00:00:00.000,2020 W CHICAGO AVE,41.8960047,-87.677937897
1118506,MART ANTHONY,2015-08-24T00:00:00.000,2015-12-01T00:00:00.000,1200 W HUBBARD ST,41.890097388,-87.657441027
1118505,S@KURA,2015-05-19T00:00:00.000,2015-12-01T00:00:00.000,2507 W FULLERTON AVE,41.924765483,-87.690337531
1118504,FRANCESCA'S BRYN MAWR,2015-05-20T00:00:00.000,2015-12-01T00:00:00.000,1039 W BRYN MAWR AVE,41.983571231,-87.65675393
1118503,POTSTICKER HOUSE INC.,2015-05-12T00:00:00.000,2015-12-01T00:00:00.000,3139 S HALSTED ST,41.836926774,-87.64610297600001
1118502,VINCENZO'S,2015-05-14T00:00:00.000,2015-12-01T00:00:00.000,1104 W MADISON ST,41.881773225,-87.654689084
1118501,HEAVENLY,2015-05-12T00:00:00.000,2015-12-01T00:00:00.000,2662 N SAWYER AVE,41.930207345,-87.709547516
1118500,IRONSIDE BAR & GALLEY,2015-05-11T00:00:00.000,2015-12-01T00:00:00.000,546 N WELLS ST,41.892202981,-87.634227899
1118498,PINK KROKODILE CAFE,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,6004 W BELMONT AVE,41.93855424,-87.77648956799999
1118497,THE MONKEYS PAW,2015-05-08T00:00:00.000,2015-12-01T00:00:00.000,2524 N SOUTHPORT AVE,41.927828199000004,-87.663555681
1118496,HOPS AND BARLEY,2015-06-25T00:00:00.000,2015-12-01T00:00:00.000,4359-61 N MILWAUKEE AVE,41.960360187,-87.754066274
1118495,RESERVOIR,2015-06-25T00:00:00.000,2015-12-01T00:00:00.000,844 W MONTROSE AVE,41.961926644,-87.651720307
1118493,REPLAY / ELIXIR,2015-09-08T00:00:00.000,2015-12-01T00:00:00.000,5356-5358 N CLARK ST,41.979729776999996,-87.66841902700001
1118487,CAFE L' APPETITO,2015-06-22T00:00:00.000,2015-12-01T00:00:00.000,3332 N BROADWAY,41.942773751,-87.64465928
1118451,UPTON' S NATURALS CO.,2015-05-06T00:00:00.000,2015-12-01T00:00:00.000,2054 W GRAND AVE,41.890897609,-87.67908103
1118450,THE WIT,2015-05-06T00:00:00.000,2015-12-01T00:00:00.000,201 N STATE ST,41.885778195,-87.627793737
1118449,Kanela breakfast club,2015-04-27T00:00:00.000,2015-12-01T00:00:00.000,1408 N MILWAUKEE AVE,41.90742473,-87.673073674
1118448,SCONE CITY,2015-04-28T00:00:00.000,2015-12-01T00:00:00.000,1632 W DIVISION ST,41.90343424,-87.668854272
1118447,RED SQUARE,2015-05-21T00:00:00.000,2015-12-01T00:00:00.000,1914-1916 W DIVISION ST,41.903331032,-87.675433918
1118445,CHUCKIE'S,2015-04-24T00:00:00.000,2015-12-01T00:00:00.000,1412-1414 W MORSE AVE,42.008006669000004,-87.66649165
1118444,BLACK BULL / BORDEL,2015-05-05T00:00:00.000,2015-12-01T00:00:00.000,1721 W DIVISION ST,41.903180986,-87.670876338
1118443,HOTEL BURNHAM / ATWOOD CAFE,2015-04-22T00:00:00.000,2015-12-01T00:00:00.000,1 W WASHINGTON ST,41.883108627,-87.627948771
1118442,QUAY,2015-07-29T00:00:00.000,2015-12-01T00:00:00.000,465 E ILLINOIS ST,41.890985229,-87.6152952
1118441,HASH HOUSE A GO GO,2015-06-11T00:00:00.000,2015-12-01T00:00:00.000,1212 N STATE PKWY,41.904313032,-87.62883832600001
1118440,1154 FULTON MARKET,2015-04-29T00:00:00.000,2015-12-01T00:00:00.000,1154 W FULTON MARKET,41.886787696,-87.656693949
1118439,SUGAR FIXE MACARON,2015-05-06T00:00:00.000,2015-12-01T00:00:00.000,958 W ARMITAGE AVE,41.918215689,-87.653309866
1118438,TESORI,2015-06-11T00:00:00.000,2015-12-01T00:00:00.000,65 E ADAMS ST,41.879429673000004,-87.625270913
1118437,XIPPO,2015-04-24T00:00:00.000,2015-12-01T00:00:00.000,3759 N DAMEN AVE,41.95046614,-87.678505891
1118436,CROWN LIQUORS,2015-05-06T00:00:00.000,2015-12-01T00:00:00.000,2821 N MILWAUKEE AVE,41.93250194,-87.712799955
1118435,"COHIBA CUBAN CUISINE, INC.",2015-05-04T00:00:00.000,2015-12-01T00:00:00.000,2835 N BROADWAY,41.93373294,-87.64442476200001
1118434,MILLENNIUM KNICKERBOCKER HOTEL-NIX,2015-05-01T00:00:00.000,2015-12-01T00:00:00.000,163 E WALTON PL,41.899914674,-87.62305951200001
1118433,IL PORCELLINO/STUDIO PARIS/RAMEN-SAN,2015-04-29T00:00:00.000,2015-12-01T00:00:00.000,59 W HUBBARD ST,41.889921495,-87.630297537
1118429,NOODLES & COMPANY,2015-05-06T00:00:00.000,2015-12-01T00:00:00.000,3419 N SOUTHPORT AVE,41.944035396,-87.66378711700001
1118427,TAC QUICK,2015-04-23T00:00:00.000,2015-12-01T00:00:00.000,3928-3930 N SHERIDAN RD,41.953623914,-87.65466750200001
1118426,JAIPUR,2015-04-22T00:00:00.000,2015-12-01T00:00:00.000,847 W RANDOLPH ST,41.884266366999995,-87.649271468
1118425,Devour 312,2015-05-04T00:00:00.000,2015-12-01T00:00:00.000,1450 W WEBSTER AVE,41.921719499,-87.665019424
1118423,MERCER 113/ POINT & FEATHER CHICAGO,2015-07-14T00:00:00.000,2015-12-01T00:00:00.000,113-119 W HUBBARD ST,41.889903496,-87.631680426
1118422,RANDOLPH TAVERN,2015-04-27T00:00:00.000,2015-12-01T00:00:00.000,188 W RANDOLPH ST,41.884579663000004,-87.633756834
1118421,DEMERA ETHIOPIAN RESTAURANT,2015-06-18T00:00:00.000,2015-12-01T00:00:00.000,4801 N BROADWAY,41.969088855,-87.65952538100001
1118420,ACADIA RESTAURANT,2015-08-25T00:00:00.000,2015-12-01T00:00:00.000,1639 S WABASH AVE,41.859125837,-87.625493351
1118417,HQ BEERCADE II,2015-04-24T00:00:00.000,2015-12-01T00:00:00.000,213 W INSTITUTE PL,41.897303739,-87.63480416799999
1118415,THE ORIGINAL GINO'S EAST OF CHICAGO,2015-05-12T00:00:00.000,2015-12-01T00:00:00.000,500 N LA SALLE DR,41.890841457,-87.63270627799999
1118413,SALERO,2015-05-06T00:00:00.000,2015-12-01T00:00:00.000,621-623 W RANDOLPH ST,41.884320093,-87.643689723
