permit_number,business_name,issued_date,expiration_date,address,latitude,longitude
1142666,TINTO & TAPAS,2019-11-25T00:00:00.000,2020-02-29T00:00:00.000,7958 W BELMONT AVE,41.937859428,-87.826255031
1142290,Pie cafe,2019-10-15T00:00:00.000,2020-02-29T00:00:00.000,5357 N ASHLAND AVE,41.979717097,-87.66956491799999
1142132,KALIFLOWER,2019-09-20T00:00:00.000,2020-02-29T00:00:00.000,333 N MICHIGAN AVE,41.887542941,-87.62440700200001
1142101,SMALL CHEVAL,2019-09-20T00:00:00.000,2020-02-29T00:00:00.000,1732 N MILWAUKEE AVE,41.912730418,-87.68132703299999
1142100,THE WHALE CHICAGO,2019-09-19T00:00:00.000,2020-02-29T00:00:00.000,2427-2431 N MILWAUKEE AVE,41.925388018,-87.70116974
1142099,FLORAFAUNA,2019-09-23T00:00:00.000,2020-02-29T00:00:00.000,11 W ILLINOIS ST,41.890746791,-87.628510944
1141644,LA LUNA,2019-07-26T00:00:00.000,2020-02-29T00:00:00.000,1726 S RACINE AVE,41.857995698,-87.65657779899999
1141643,DOGGONE'S,2019-08-15T00:00:00.000,2020-02-29T00:00:00.000,3301 W ARMITAGE AVE,41.91724978,-87.710355706
1141642,FANNIE MAY CONFECTIONS #152,2019-08-19T00:00:00.000,2020-02-29T00:00:00.000,343 N MICHIGAN AVE,41.887750299000004,-87.624410868
1141641,GALVIN'S PUBLIC HOUSE,2019-11-07T00:00:00.000,2020-02-29T00:00:00.000,5901 W LAWRENCE AVE,41.967574842,-87.774937634
1141621,ASADITO TAQUERIA/WOK N BAO,2019-07-29T00:00:00.000,2020-02-29T00:00:00.000,540 W MADISON ST,41.881966449000004,-87.641275825
1141620,GHIRARDELLI CHOCOLATE CO,2019-08-05T00:00:00.000,2020-02-29T00:00:00.000,400 N MICHIGAN AVE,41.889397883,-87.624390395
1141604,COCOA & CO.,2019-07-26T00:00:00.000,2020-02-29T00:00:00.000,1651 N WELLS ST,41.912627142,-87.634608844
1141600,BARTON G - THE RESTAURANT,2019-08-28T00:00:00.000,2020-02-29T00:00:00.000,415 N DEARBORN ST,41.889783087,-87.62945359999999
1141577,WALTON STREET KITCHEN & BAR,2019-07-26T00:00:00.000,2020-02-29T00:00:00.000,912 N STATE ST,41.899607674,-87.62842668200001
1141576,THOMPSON CHICAGO HOTEL,2019-07-26T00:00:00.000,2020-02-29T00:00:00.000,21 E BELLEVUE PL,41.90146137,-87.627514619
1141490,"STAN'S DONUTS CHICAGO, LLC",2019-09-11T00:00:00.000,2020-02-29T00:00:00.000,750 N RUSH ST,41.896455313000004,-87.625645167
1141488,DOVE'S LUNCHEONETTE,2019-08-01T00:00:00.000,2020-02-29T00:00:00.000,1543-1545 N DAMEN AVE,41.909550137,-87.677292706
1141483,LEFT COAST FOOD + JUICE,2019-07-25T00:00:00.000,2020-02-29T00:00:00.000,2870-2878 N LINCOLN AVE,41.93400462,-87.660945521
1141422,CAPITAL ONE - CAFE,2019-08-07T00:00:00.000,2020-02-29T00:00:00.000,3435 N SOUTHPORT AVE,41.944442826999996,-87.663798247
1141397,CHAY FRATELLOS,2019-07-29T00:00:00.000,2020-02-29T00:00:00.000,2239-2241 N WESTERN AVE,41.922822324,-87.68743107899999
1141396,FOXTROT MARKET,2019-07-30T00:00:00.000,2020-02-29T00:00:00.000,1562 N WELLS ST,41.910949421,-87.63485130299999
1141394,MARGARET'S,2019-08-08T00:00:00.000,2020-02-29T00:00:00.000,5134 W IRVING PARK RD,41.953422164,-87.75612619700001
1141388,BISTRO GRAND,2019-07-31T00:00:00.000,2020-02-29T00:00:00.000,2362-64 N NEVA AVE,41.922875151999996,-87.80453333
1141386,Howl at the Moon,2019-08-01T00:00:00.000,2020-02-29T00:00:00.000,26-30 W HUBBARD ST,41.890158699000004,-87.629000582
1141343,PHILZ COFFEE,2019-08-27T00:00:00.000,2020-02-29T00:00:00.000,1425 E 53RD ST,41.799414299,-87.590675716
1141338,OLD PUEBLO CANTINA,2019-09-04T00:00:00.000,2020-02-29T00:00:00.000,1200-02 W WEBSTER AVE,41.921770491,-87.658398202
1141336,JOE & THE JUICE ILLINOIS LLC,2019-07-25T00:00:00.000,2020-02-29T00:00:00.000,10 E DELAWARE PL,41.899255056,-87.627834638
1141220,LA CALAVERA,2019-09-05T00:00:00.000,2020-02-29T00:00:00.000,1438 W CHICAGO AVE,41.896234357,-87.664010789
1141219,THE SMITH,2019-07-29T00:00:00.000,2020-02-29T00:00:00.000,400-406 N CLARK ST,41.889249801999995,-87.63120782
1141218,SWIFT & SONS / COLD STORAGE,2019-07-25T00:00:00.000,2020-02-29T00:00:00.000,1000 W FULTON MARKET,41.886848295,-87.65223416100001
1141215,HYATT PLACE CHICAGO SOUTH,2019-08-29T00:00:00.000,2020-02-29T00:00:00.000,5225 S HARPER AVE,41.800186333,-87.588918284
1141214,JOE & THE JUICE EAST HURON,2019-07-25T00:00:00.000,2020-02-29T00:00:00.000,8 E HURON ST,41.894990607,-87.62782919799999
1141213,VIRTUE,2019-09-10T00:00:00.000,2020-02-29T00:00:00.000,1460-1466 E 53RD ST,41.79965126,-87.589403286
1141212,LE NOCTURNE,2019-07-30T00:00:00.000,2020-02-29T00:00:00.000,4810 N BROADWAY,41.969357482,-87.65982656899999
1141207,FRANCESCA'S BRYN MAWR,2019-08-02T00:00:00.000,2020-02-29T00:00:00.000,1039 W BRYN MAWR AVE,41.983571231,-87.65675393
1141205,LEONIDAS CAFE CHOCOLATERIE,2019-07-31T00:00:00.000,2020-02-29T00:00:00.000,59 E CHICAGO AVE,41.896600154,-87.62591272899999
1141056,LA STRADA CAFE,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,2023 N CALIFORNIA AVE,41.918216514,-87.69707480299999
1141038,GEORGE'S HOT DOGS,2019-07-03T00:00:00.000,2020-02-29T00:00:00.000,1876 N DAMEN AVE,41.91595533,-87.677727797
1141037,VEGGIE GRILL,2019-08-15T00:00:00.000,2020-02-29T00:00:00.000,629 N WELLS ST,41.893230626,-87.633964615
1141036,BBQ SUPPLY CO.,2019-10-25T00:00:00.000,2020-02-29T00:00:00.000,1301 E 53RD ST,41.799365196,-87.594900165
1141035,"Dirty Root, Inc.",2019-07-11T00:00:00.000,2020-02-29T00:00:00.000,939 W RANDOLPH ST,41.884232074,-87.65125632899999
1140982,FULTON GALLEY,2019-06-13T00:00:00.000,2020-02-29T00:00:00.000,1115 W FULTON MARKET,41.886571309000004,-87.65517447
1140973,GOOD MEASURE,2019-07-18T00:00:00.000,2020-02-29T00:00:00.000,226 W CHICAGO AVE,41.89669751,-87.635359312
1140960,THE BELLEMORE,2019-06-13T00:00:00.000,2020-02-29T00:00:00.000,564 W RANDOLPH ST,41.884543398000005,-87.64233138700001
1140954,FLUB A DUB CHUB'S,2019-06-13T00:00:00.000,2020-02-29T00:00:00.000,3021 N BROADWAY,41.937143841,-87.64415612200001
1140946,HELIX CAFE,2019-06-27T00:00:00.000,2020-02-29T00:00:00.000,6237 N CLARK ST,41.995428434000004,-87.670041039
1140924,ELEVATE COFFEE,2019-07-03T00:00:00.000,2020-02-29T00:00:00.000,3344 N HALSTED ST,41.94312984,-87.64951168799999
1140923,NEXT RESTAURANT,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,955 W FULTON MARKET,41.886631621,-87.652024668
1140922,Graze at Studio Three,2019-11-07T00:00:00.000,2020-02-29T00:00:00.000,648 N CLARK ST,41.893916992,-87.631331159
1140921,LA NONNA,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,3400 N LAWNDALE AVE,41.942917341,-87.72010683799999
1140920,WASABI,2019-07-08T00:00:00.000,2020-02-29T00:00:00.000,2101 N MILWAUKEE AVE,41.919521614000004,-87.691587162
1140919,OLD GROUNDS SOCIAL,2019-07-23T00:00:00.000,2020-02-29T00:00:00.000,950-952 W WRIGHTWOOD AVE,41.929124236,-87.653337917
1140918,NEXT RESTAURANT,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,953 W FULTON MARKET,41.88663283,-87.65193719
1140917,LA BOULANGERIE,2019-07-08T00:00:00.000,2020-02-29T00:00:00.000,3129 W LOGAN BLVD,41.927864203,-87.706161882
1140914,Campus Center Cafe,2019-06-25T00:00:00.000,2020-02-29T00:00:00.000,37 - 39 S WABASH AVE,41.881147216,-87.626034735
1140913,ROISTER,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,951 W FULTON MARKET,41.886634054,-87.65184963
1140895,DON PEPE,2019-07-19T00:00:00.000,2020-02-29T00:00:00.000,3616 W 26TH ST,41.844483527,-87.71558453600001
1140894,"JIMMY BEANS, A LOGAN SQUARE ROASTER",2019-06-20T00:00:00.000,2020-02-29T00:00:00.000,2553 W FULLERTON AVE,41.924750508,-87.691885177
1140893,AZUCAR BAR & GRILL,2019-07-15T00:00:00.000,2020-02-29T00:00:00.000,2647 N KEDZIE AVE,41.929825516,-87.707223837
1140891,ELLIPSIS COFFEEHOUSE LLC,2019-07-01T00:00:00.000,2020-02-29T00:00:00.000,1259 W DEVON AVE,41.998050334,-87.66298528899999
1140890,CITY NEWS,2019-06-27T00:00:00.000,2020-02-29T00:00:00.000,4018 N CICERO AVE,41.953997999,-87.74746352
1140889,WISHBONE RESTAURANT,2019-06-17T00:00:00.000,2020-02-29T00:00:00.000,3300 N LINCOLN AVE,41.94154269,-87.670124433
1140887,Fifolet Cajun,2019-10-07T00:00:00.000,2020-02-29T00:00:00.000,1942 W DIVISION ST,41.903311984,-87.676573371
1140886,STAROPOLSKA RESTAURANT,2019-06-28T00:00:00.000,2020-02-29T00:00:00.000,3028-3030 N MILWAUKEE AVE,41.936159626999995,-87.719262177
1140885,O'CALLAGHAN'S,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,29 W HUBBARD ST,41.889937519,-87.629092175
1140718,ARGO TEA,2019-07-10T00:00:00.000,2020-02-29T00:00:00.000,1 S FRANKLIN ST,41.881902751,-87.63516406
1140715,ARGO TEA,2019-09-05T00:00:00.000,2020-02-29T00:00:00.000,819 N RUSH ST,41.897406951,-87.62575403
1140714,FLAGSHIP TAVERN & GRILL,2019-06-25T00:00:00.000,2020-02-29T00:00:00.000,1622 W BELMONT AVE,41.93979302,-87.66961664799999
1140657,CHICAGO GRIND,2019-07-16T00:00:00.000,2020-02-29T00:00:00.000,5256 N BROADWAY,41.977994211,-87.660061201
1140656,HQ BEERCADE II,2019-07-24T00:00:00.000,2020-02-29T00:00:00.000,213 W INSTITUTE PL,41.897303739,-87.63480416799999
1140651,THE BANDIT,2019-06-13T00:00:00.000,2020-02-29T00:00:00.000,841 W RANDOLPH ST,41.884271229,-87.649008724
1140650,BIG JONES,2019-06-19T00:00:00.000,2020-02-29T00:00:00.000,5347 N CLARK ST,41.979414483,-87.668143281
1140648,LOLAS CONEY ISLAND LLC,2019-07-01T00:00:00.000,2020-02-29T00:00:00.000,2858 W CHICAGO AVE,41.895746584,-87.69910280399999
1140646,KURAH,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,1355 S MICHIGAN AVE,41.864248796999995,-87.62393362700001
1140645,THE RAMBLER KITCHEN + TAP,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,4128 N LINCOLN AVE,41.956771632,-87.680757337
1140638,THE GRAYSTONE TAVERN,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,3441 N SHEFFIELD AVE,41.944772763,-87.654107848
1140637,"GEO.  NOTTOLI & SON, INC.",2019-07-17T00:00:00.000,2020-02-29T00:00:00.000,7652 W BELMONT AVE,41.938004783000004,-87.818654225
1140618,CARMELO'S TACO PLACE,2019-08-16T00:00:00.000,2020-02-29T00:00:00.000,2746 W 59TH ST,41.78652777,-87.69303014799999
1140617,BANG BANG BISCUITS,2019-07-12T00:00:00.000,2020-02-29T00:00:00.000,4947 N DAMEN AVE,41.971969427,-87.679136136
1140600,POPEYES CHICKEN,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,156 N WABASH AVE,41.884714877,-87.626400132
1140599,NAANSENSE,2019-07-01T00:00:00.000,2020-02-29T00:00:00.000,113 S CLINTON ST,41.880144356,-87.640992972
1140598,RAMEN TAKEYA / OMAKASE TAKEYA,2019-07-08T00:00:00.000,2020-02-29T00:00:00.000,819 W FULTON MARKET,41.886681235,-87.64835209200001
1140593,KINTON RAMEN 1,2019-07-02T00:00:00.000,2020-02-29T00:00:00.000,163 N SANGAMON ST,41.884883232,-87.650808099
1140592,CEMITAS PUEBLA,2019-07-01T00:00:00.000,2020-02-29T00:00:00.000,817 W FULTON MARKET,41.886681688,-87.64826444100001
1140591,IDOF TAYLOR INC.,2019-07-09T00:00:00.000,2020-02-29T00:00:00.000,1129 W TAYLOR ST,41.869329267,-87.655326106
1140590,FIGO WINE BAR,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,3207 N SHEFFIELD AVE,41.940176877,-87.65396764
1140587,HERITAGE OUTPOST,2019-07-15T00:00:00.000,2020-02-29T00:00:00.000,1325 W WILSON AVE,41.965205782,-87.663514242
1140586,SUGAR FACTORY,2019-07-10T00:00:00.000,2020-02-29T00:00:00.000,55 E GRAND AVE,41.891590741,-87.62586713700001
1140585,SURGE BILLIARDS,2019-07-30T00:00:00.000,2020-02-29T00:00:00.000,3241 W MONTROSE AVE,41.961059135,-87.709867963
1140583,DICKENS STREET PUBLIC HOUSE,2019-06-19T00:00:00.000,2020-02-29T00:00:00.000,2058-2060 N CLEVELAND AVE,41.92001599,-87.641449199
1140582,"MARTINO'S ITALIAN CUISINE & PIZZERIA, INC.",2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,3431 W PETERSON AVE,41.99019852,-87.71526237299999
1140580,SUBWAY,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,511 N MCCLURG CT,41.891451415,-87.617534555
1140579,PASTORAL,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,2945-2947 N BROADWAY,41.936248303,-87.644120913
1140578,PASTORAL,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,53 E LAKE ST,41.885618985,-87.62616146200001
1140577,CAFE BONHOMME / BEATNIK ON THE RIVER,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,180 N WACKER DR,41.885243233000004,-87.637164794
1140576,CELESTE & DISCO,2019-06-27T00:00:00.000,2020-02-29T00:00:00.000,111 W HUBBARD ST,41.889904428,-87.631592489
1140575,BUTTERFLY SUSHI BAR and THAI CUISINE,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,1139-43 W GRAND AVE,41.890984178000004,-87.656121232
1140574,CHICKEN WORKS AND SALAD CO.,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,3658 W IRVING PARK RD,41.953858137,-87.71999798700001
1140572,FARMHOUSE,2019-06-20T00:00:00.000,2020-02-29T00:00:00.000,228 W CHICAGO AVE,41.896700058,-87.635460848
1140571,BUONA,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,613 - 617 N MCCLURG CT,41.893119147,-87.617582502
1140569,TAXIM,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,1558 N MILWAUKEE AVE,41.909738341,-87.676692655
1140568,LA SIRENA CLANDESTINA,2019-06-19T00:00:00.000,2020-02-29T00:00:00.000,954 W FULTON MARKET,41.886851116,-87.6520301
1140478,GRANT PARK BISTRO / PETITE VANILLE,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,800 S MICHIGAN AVE,41.871811814000004,-87.62431549899999
1140477,CRUSHED PIZZERIA,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,1607 W MONTROSE AVE,41.961477015,-87.66957103
1140476,PANCAKE CAFE,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,3801-3805 N BROADWAY,41.951273912,-87.649471564
1140475,DOLLOP COFFEE BAR,2019-08-20T00:00:00.000,2020-02-29T00:00:00.000,853 N LARRABEE ST,41.898035448,-87.642845389
1140474,BOBBY'S LINCOLN PARK,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,2518 N LINCOLN AVE,41.927462368,-87.65179320899999
1140473,THE SCOUT,2019-06-20T00:00:00.000,2020-02-29T00:00:00.000,1301 S WABASH AVE,41.865676543,-87.625649842
1140472,BLACK DOG GELATO,2019-08-08T00:00:00.000,2020-02-29T00:00:00.000,859 N DAMEN AVE,41.897688554,-87.676956275
1140470,ALEX LA MICHOACANA # 1,2019-07-25T00:00:00.000,2020-02-29T00:00:00.000,5420 W FULLERTON AVE,41.924141301,-87.761921421
1140454,TOUS LES JOURS,2019-06-20T00:00:00.000,2020-02-29T00:00:00.000,1726 W DIVISION ST,41.903396203,-87.671133307
1140453,POTSTICKER HOUSE INC.,2019-06-27T00:00:00.000,2020-02-29T00:00:00.000,3139 S HALSTED ST,41.836926774,-87.64610297600001
1140452,THE WOODLAWN,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,7857 S WOODLAWN AVE,41.751535499999996,-87.595348139
1140451,FOUNDATION BAR AND GRILL,2019-06-19T00:00:00.000,2020-02-29T00:00:00.000,5007-5009 W IRVING PARK RD,41.9532425,-87.752531985
1140450,BOMBASTIC CAFE,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,3732 N SOUTHPORT AVE,41.949882649,-87.664241779
1140449,PAN ARTESANAL,2019-08-14T00:00:00.000,2020-02-29T00:00:00.000,3724 W FULLERTON AVE,41.924670252,-87.720444964
1140448,RICCARDO OSTERIA,2019-06-20T00:00:00.000,2020-02-29T00:00:00.000,1023 W LAKE ST,41.88545575,-87.653156306
1140447,MOD PIZZA,2019-07-12T00:00:00.000,2020-02-29T00:00:00.000,3643 N WESTERN AVE,41.948007663,-87.688147771
1140444,KROLL'S SOUTH LOOP,2019-07-24T00:00:00.000,2020-02-29T00:00:00.000,1736 S MICHIGAN AVE,41.85799082,-87.624082876
1140443,BLUE AGAVE,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,1050 N STATE ST,41.901867357,-87.628492145
1140442,THE PEPPER CANISTER,2019-06-19T00:00:00.000,2020-02-29T00:00:00.000,509 N WELLS ST,41.891115798,-87.63390970299999
1140430,Sputnik Coffee Company,2019-07-26T00:00:00.000,2020-02-29T00:00:00.000,2057 W 51ST ST,41.801095035,-87.67679502799999
1140429,NOOKIES CAFE & RESTAURANT,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,1100 W BRYN MAWR AVE,41.983766484,-87.658111624
1140428,NICKS PIT STOP,2019-06-17T00:00:00.000,2020-02-29T00:00:00.000,2023 N DAMEN AVE,41.918485528000005,-87.677499427
1140426,UB DOGS,2019-06-17T00:00:00.000,2020-02-29T00:00:00.000,185 N FRANKLIN ST,41.88541737,-87.635256495
1140425,SUMU TOKYO RAMEN AND SUSHI,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,1131 W MADISON ST,41.881535752,-87.655580486
1140424,THE VEGGIE GRILL,2019-06-20T00:00:00.000,2020-02-29T00:00:00.000,614 W DIVERSEY PKWY,41.932916878,-87.64457163899999
1140422,Devour 312,2019-08-14T00:00:00.000,2020-02-29T00:00:00.000,1450 W WEBSTER AVE,41.921719499,-87.665019424
1140421,THE IRISH NOBLEMAN,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,1365-1367 W ERIE ST,41.893308892,-87.662166844
1140411,MAMA MILANO,2019-06-21T00:00:00.000,2020-02-29T00:00:00.000,1419 N WELLS ST,41.908246419,-87.634473828
1140410,SCONE CITY,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,1632 W DIVISION ST,41.90343424,-87.668854272
1140409,"LA MICHOACANA BONITA, INC.",2019-07-24T00:00:00.000,2020-02-29T00:00:00.000,10533 S EWING AVE,41.703563728,-87.535138948
1140407,EPPLES RESTAURANT,2019-06-13T00:00:00.000,2020-02-29T00:00:00.000,554 W ROOSEVELT RD,41.867341496,-87.641414141
1140406,JOEY'S G'S MAC AND CHEESE,2019-06-25T00:00:00.000,2020-02-29T00:00:00.000,2351 W AUGUSTA BLVD,41.899276249,-87.686507172
1140405,NOOKIES ON WELLS INC,2019-06-24T00:00:00.000,2020-02-29T00:00:00.000,1746 N WELLS ST,41.914218842,-87.634951824
1140404,26TH STREET SUGAR SHACK,2019-07-01T00:00:00.000,2020-02-29T00:00:00.000,630 W 26TH ST,41.845486248,-87.64283697299999
1140403,THE LOGAN THEATRE,2019-06-25T00:00:00.000,2020-02-29T00:00:00.000,2646-2648 N MILWAUKEE AVE,41.929818108,-87.70886554399999
1140272,THE MARKET BY FOXTROT,2019-07-24T00:00:00.000,2020-02-29T00:00:00.000,3334 N SOUTHPORT AVE,41.942610918,-87.664042041
1140270,ODA MEDITERRANEAN CUISINE,2019-06-05T00:00:00.000,2020-02-29T00:00:00.000,5657-5659 N CLARK ST,41.984972169,-87.668928513
1140269,TORTELLO,2019-07-01T00:00:00.000,2020-02-29T00:00:00.000,1746 W DIVISION ST,41.903384646999996,-87.671885899
1140268,"SHINE RESTAURANT, RISE SUSHI RESTAURANT",2019-05-21T00:00:00.000,2020-02-29T00:00:00.000,752-756 W WEBSTER AVE,41.921932385,-87.64833660299999
1140267,RISE RESTAURANT,2019-05-21T00:00:00.000,2020-02-29T00:00:00.000,3401 N SOUTHPORT AVE,41.943466025999996,-87.66377160299999
1140266,KATHERINE ANNE CONFECTIONS,2019-06-13T00:00:00.000,2020-02-29T00:00:00.000,2745 W ARMITAGE AVE,41.917386311,-87.696585433
1140245,KLEIN'S BAKERY & CAFE,2019-05-16T00:00:00.000,2020-02-29T00:00:00.000,4155 N BROADWAY,41.958459512,-87.652873754
1140237,ROSA ISELA TACOS Y MAS,2019-05-20T00:00:00.000,2020-02-29T00:00:00.000,2551 W FULLERTON AVE,41.924751316999995,-87.691800948
1140236,GARCIA'S INC,2019-09-16T00:00:00.000,2020-02-29T00:00:00.000,4756-4760 N LINCOLN AVE,41.968005982,-87.688337301
1140235,GHIRARDELLI CHOCOLATE SHOP & SODA FOUNTAIN,2019-05-14T00:00:00.000,2020-02-29T00:00:00.000,118 E PEARSON ST,41.897663686,-87.625221937
1140234,CHOPOCHICKEN,2019-07-26T00:00:00.000,2020-02-29T00:00:00.000,2460 N CLARK ST,41.927066755,-87.641529678
1140230,CHURRO FACTORY,2019-05-21T00:00:00.000,2020-02-29T00:00:00.000,3927 N LINCOLN AVE,41.953183132,-87.677913338
1140226,CHURRO FACTORY,2019-05-21T00:00:00.000,2020-02-29T00:00:00.000,3755 W ARMITAGE AVE,41.917117394,-87.721445018
1140225,SWEETGREEN,2019-05-21T00:00:00.000,2020-02-29T00:00:00.000,1000 W RANDOLPH ST,41.884434965,-87.65216554700001
1140224,SUSHI PINK,2019-05-22T00:00:00.000,2020-02-29T00:00:00.000,909 W WASHINGTON BLVD,41.882987318000005,-87.650140229
1140223,LA CROSTA WOODFIRE PIZZERIA ITALIANA,2019-06-14T00:00:00.000,2020-02-29T00:00:00.000,2360 N LINCOLN AVE,41.924892804,-87.648198397
1140221,SOME LIKE IT BLACK CREATIVE ARTS BAR,2019-05-14T00:00:00.000,2020-02-29T00:00:00.000,4259 S COTTAGE GROVE AVE,41.816871451,-87.606562199
1140220,THE BLACKSTONE HOTEL,2019-09-19T00:00:00.000,2020-02-29T00:00:00.000,636-638 S MICHIGAN AVE,41.873659257,-87.62435949799999
1140218,MARCHESA,2019-05-13T00:00:00.000,2020-02-29T00:00:00.000,535 N WELLS ST,41.891772827,-87.633927058
1140217,HERITAGE RESTAURANT & CAVIAR BAR,2019-05-16T00:00:00.000,2020-02-29T00:00:00.000,2700 W CHICAGO AVE,41.895777621,-87.694300438
1140204,"EL PACIFICO,INC",2019-06-05T00:00:00.000,2020-02-29T00:00:00.000,3534 W FULLERTON AVE,41.9247283,-87.71583394700001
1140202,RABBIT HOLE,2019-05-16T00:00:00.000,2020-02-29T00:00:00.000,1208 N WELLS ST,41.904150703,-87.63463644
1140201,EVERYBODY'S COFFEE,2019-05-23T00:00:00.000,2020-02-29T00:00:00.000,935-937 W WILSON AVE,41.96533475,-87.65377547
1140200,BACCI CAFE AND PIZZERIA ON MILAUKEE AVE. INC.,2019-05-28T00:00:00.000,2020-02-29T00:00:00.000,4367 N MILWAUKEE AVE,41.96055088,-87.75423074700001
1140182,NEW BANH MI & CO.,2019-05-22T00:00:00.000,2020-02-29T00:00:00.000,3141 N BROADWAY,41.938852023,-87.644211281
1140178,PASTA AL GUSTO,2019-05-06T00:00:00.000,2020-02-29T00:00:00.000,3737 N SOUTHPORT AVE,41.949966595,-87.663950075
1140177,KAI SUSHI,2019-11-15T00:00:00.000,2020-02-29T00:00:00.000,3819 N SOUTHPORT AVE,41.951336835999996,-87.663988297
1140142,PHLOUR BAKERY AND CAFE,2019-06-20T00:00:00.000,2020-02-29T00:00:00.000,1138 W BRYN MAWR AVE,41.983739152,-87.659646729
1140141,THE RIVER OF CHICAGO,2019-06-05T00:00:00.000,2020-02-29T00:00:00.000,2909-11 N SHEFFIELD AVE,41.934751362,-87.653783726
1140139,LAS TABLAS ON LINCOLN,2019-07-08T00:00:00.000,2020-02-29T00:00:00.000,2942-44 N LINCOLN AVE,41.935230472,-87.662661916
1140138,BAR COCINA,2019-06-05T00:00:00.000,2020-02-29T00:00:00.000,2901 N SHEFFIELD AVE,41.934500538,-87.653775491
1140137,LA FONTANELLA,2019-06-12T00:00:00.000,2020-02-29T00:00:00.000,2414 S OAKLEY AVE,41.847912784,-87.68322664
1140136,VANILLE PATTISSERIE,2019-05-22T00:00:00.000,2020-02-29T00:00:00.000,2108 N CLARK ST,41.920414405,-87.63750858
1140135,FIRECAKES,2019-05-16T00:00:00.000,2020-02-29T00:00:00.000,68 W HUBBARD ST,41.890136394,-87.630656551
1140134,606 CAFE/BAR,2019-05-22T00:00:00.000,2020-02-29T00:00:00.000,1641 W CHICAGO AVE,41.895935951999995,-87.66896216100001
1140128,BLACK BULL / BORDEL,2019-05-17T00:00:00.000,2020-02-29T00:00:00.000,1721 W DIVISION ST,41.903180986,-87.670876338
1140120,MANGO PICKLE,2019-05-23T00:00:00.000,2020-02-29T00:00:00.000,5842 N BROADWAY,41.988272104,-87.660358696
1140119,KIE-GOL-LANEE COMIDA TRADICIONAL OAXAQUENA,2019-07-24T00:00:00.000,2020-02-29T00:00:00.000,5004 N SHERIDAN RD,41.97347815,-87.655079589
1140118,HUMBOLDT HAUS DELI & LIQUOR,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,2956-2958 W NORTH AVE,41.910285814,-87.701372685
1140117,BOURBON ON DIVISION,2019-05-29T00:00:00.000,2020-02-29T00:00:00.000,2050 W DIVISION ST,41.903263621,-87.67927827
1140116,BLACKWOOD BBQ,2019-05-15T00:00:00.000,2020-02-29T00:00:00.000,28 S CLINTON ST,41.880974393,-87.641311354
1140115,PHLAVZ BAR & GRILLE,2019-06-18T00:00:00.000,2020-02-29T00:00:00.000,717 W MAXWELL ST,41.864688221,-87.64574326799999
1140092,LUCY'S CAFE,2019-08-21T00:00:00.000,2020-02-29T00:00:00.000,2100 W ROSCOE ST,41.943296210999996,-87.680941115
1140088,CAFE MARIE-JEANNE,2019-05-29T00:00:00.000,2020-02-29T00:00:00.000,1001 N CALIFORNIA AVE,41.899330918000004,-87.696644925
1140081,CHICAGO JOE'S,2019-05-21T00:00:00.000,2020-02-29T00:00:00.000,2252-56 W IRVING PARK RD,41.954163105,-87.685732034
1140079,ROCKS RIVER NORTH,2019-05-22T00:00:00.000,2020-02-29T00:00:00.000,751 N CLARK ST,41.896406651,-87.631094811
1140078,BONCHON,2019-05-16T00:00:00.000,2020-02-29T00:00:00.000,1732 W DIVISION ST,41.903392061999995,-87.671376684
1140076,FRIDA ROOM,2019-05-31T00:00:00.000,2020-02-29T00:00:00.000,1454 W 18TH ST,41.857947179,-87.66353726700001
